SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NC(=O)CCNc1c(Nc2c(F)cc(O)cc2F)c(=O)c(=O)c1=O,Toxic,0.595,Toxic  (Low Confidence),Safe,0.016,Safe  (High Confidence),Toxic,0.655,Toxic  (Low Confidence),0.020,None,Safe,0.001,Safe  (High Confidence),Safe,0.172,Safe  (Medium Confidence),Toxic,0.818,Toxic  (Medium Confidence),Toxic,0.744,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.081,Safe  (High Confidence),1.790,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.675,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),6.910,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.189,Safe  (Medium Confidence),Safe,0.124,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),2.020,PIGC50% > -0.5 log ug/L: toxic,2.250,None,2.490,None,4.030,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.153,Safe  (High Confidence),Safe,0.416,Safe  (Low Confidence),Safe,0.416,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.091,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence)
CC(C)(C)C(=O)Oc1cc(/C=N/[C@@H]2CCCC[C@H]2Nc2c(Nc3cccc(F)c3F)c(=S)c2=S)c(O)c(C(C)(C)C)c1,Safe,0.016,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Toxic,0.820,Toxic  (Medium Confidence),0.940,None,Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.454,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),0.100,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.800,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),7.560,None,Toxic,0.988,Toxic  (High Confidence),Safe,0.175,Safe  (Medium Confidence),Safe,0.357,Safe  (Low Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.096,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.770,Toxic  (Medium Confidence),Safe,0.031,Safe  (High Confidence),Toxic,0.878,Toxic  (High Confidence),-4594.180,PIGC50% > -0.5 log ug/L: toxic,2.590,None,1.800,None,18.010,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.486,Safe  (Low Confidence),Safe,0.414,Safe  (Low Confidence),Safe,0.431,Safe  (Low Confidence),Safe,0.299,Safe  (Medium Confidence),Safe,0.142,Safe  (High Confidence),Toxic,0.942,Toxic  (High Confidence),Safe,0.227,Safe  (Medium Confidence)
CCOC(=O)c1cnn(C)c1S(=O)(=O)Nc1c(Nc2cccc(/N=N/c3cccc([N+](=O)[O-])c3)c2)c(=O)c1=O,Toxic,0.881,Toxic  (High Confidence),Safe,0.055,Safe  (High Confidence),Safe,0.421,Safe  (Low Confidence),0.390,None,Safe,0.000,Safe  (High Confidence),Safe,0.307,Safe  (Medium Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.959,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),0.810,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.932,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),6.360,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.341,Safe  (Low Confidence),Safe,0.356,Safe  (Low Confidence),Safe,0.117,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.415,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),-2056.680,PIGC50% > -0.5 log ug/L: toxic,2.010,None,3.070,None,13.730,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Safe,0.376,Safe  (Low Confidence),Toxic,0.901,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Toxic,0.733,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence)
CCOC(=O)[C@]1(NC(=O)[C@H](Cc2ccccc2)NC(=O)NCCC(N)=O)Cc2cc(Br)c(OC)cc2C1,Safe,0.000,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Toxic,0.675,Toxic  (Medium Confidence),-1.250,None,Safe,0.001,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Toxic,0.822,Toxic  (Medium Confidence),Safe,0.279,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.650,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.764,Toxic  (Medium Confidence),Toxic,0.967,Toxic  (High Confidence),5.860,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.167,Safe  (Medium Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.134,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-724.400,PIGC50% > -0.5 log ug/L: toxic,2.750,None,2.150,None,5.820,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.951,Toxic  (High Confidence),Safe,0.318,Safe  (Medium Confidence),Safe,0.191,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=C(NS(=O)(=O)Nc1ccccc1C#Cc1cc([N+](=O)[O-])ccc1O)c1cccc(F)c1,Safe,0.128,Safe  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.328,Safe  (Medium Confidence),0.160,None,Safe,0.000,Safe  (High Confidence),Safe,0.146,Safe  (High Confidence),Safe,0.098,Safe  (High Confidence),Toxic,0.943,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.097,Safe  (High Confidence),0.050,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.926,Toxic  (High Confidence),Safe,0.069,Safe  (High Confidence),7.090,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.371,Safe  (Low Confidence),Safe,0.241,Safe  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.758,Toxic  (Medium Confidence),Safe,0.188,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.540,Toxic  (Low Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),-50.040,PIGC50% > -0.5 log ug/L: toxic,2.190,None,2.690,None,5.210,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.977,Toxic  (High Confidence),Toxic,0.538,Toxic  (Low Confidence),Safe,0.491,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Toxic,0.956,Toxic  (High Confidence),Safe,0.238,Safe  (Medium Confidence)
CC(C)[C@H](NC(=O)NC[C@@H](C(=O)N[C@H](C(=O)OC(C)(C)C)C(C)C)C(F)(F)F)C(=O)O,Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.332,Safe  (Medium Confidence),-1.350,None,Safe,0.096,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Toxic,0.548,Toxic  (Low Confidence),Safe,0.129,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),0.690,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.572,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),4.680,None,Toxic,0.993,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),-3.590,PIGC50% > -0.5 log ug/L: toxic,2.460,None,1.840,None,4.050,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.834,Toxic  (High Confidence),Toxic,0.565,Toxic  (Low Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=c1c(NCc2ccc3ccc4cccc5ccc2c3c45)c(Nc2cccc3cc[nH]c23)c(=O)c1=O,Safe,0.198,Safe  (Medium Confidence),Safe,0.208,Safe  (Medium Confidence),Safe,0.163,Safe  (High Confidence),0.730,None,Safe,0.000,Safe  (High Confidence),Toxic,0.872,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.784,Toxic  (Medium Confidence),0.830,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.921,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),5.740,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.891,Toxic  (High Confidence),Safe,0.343,Safe  (Low Confidence),Toxic,0.893,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.200,Safe  (Medium Confidence),Toxic,0.972,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.396,Safe  (Low Confidence),-2374.790,PIGC50% > -0.5 log ug/L: toxic,2.340,None,2.380,None,15.150,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.694,Toxic  (Medium Confidence),Toxic,0.980,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.118,Safe  (High Confidence),Toxic,0.698,Toxic  (Medium Confidence),Toxic,0.980,Toxic  (High Confidence)
C=C(C)C(=O)OCCNc1c(Nc2ccc(Cl)c([N+](=O)[O-])c2)c1=O,Toxic,0.999,Toxic  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.315,Safe  (Medium Confidence),0.530,None,Safe,0.001,Safe  (High Confidence),Toxic,0.785,Toxic  (Medium Confidence),Toxic,0.852,Toxic  (High Confidence),Toxic,0.890,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),1.040,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.744,Toxic  (Medium Confidence),Safe,0.048,Safe  (High Confidence),5.720,None,Toxic,0.989,Toxic  (High Confidence),Toxic,0.623,Toxic  (Low Confidence),Safe,0.169,Safe  (Medium Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.085,Safe  (High Confidence),Safe,0.105,Safe  (High Confidence),Safe,0.083,Safe  (High Confidence),Toxic,0.545,Toxic  (Low Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),2.700,PIGC50% > -0.5 log ug/L: toxic,2.250,None,1.930,None,4.280,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.952,Toxic  (High Confidence),Toxic,0.664,Toxic  (Low Confidence),Toxic,0.859,Toxic  (High Confidence),Safe,0.047,Safe  (High Confidence),Safe,0.396,Safe  (Low Confidence),Toxic,0.911,Toxic  (High Confidence),Safe,0.016,Safe  (High Confidence)
CCN(CC)c1ccc2ccccc2c1-c1c(NS(=O)(=O)NC[C@@H](C)O)ccc2ccccc12,Safe,0.211,Safe  (Medium Confidence),Safe,0.362,Safe  (Low Confidence),Safe,0.359,Safe  (Low Confidence),1.320,None,Safe,0.000,Safe  (High Confidence),Safe,0.187,Safe  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Toxic,0.613,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),0.590,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.798,Toxic  (Medium Confidence),Toxic,0.841,Toxic  (High Confidence),5.350,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.431,Safe  (Low Confidence),Safe,0.297,Safe  (Medium Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.080,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.256,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.214,Safe  (Medium Confidence),-235.360,PIGC50% > -0.5 log ug/L: toxic,2.600,None,2.280,None,5.760,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.974,Toxic  (High Confidence),Toxic,0.615,Toxic  (Low Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.452,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence)
O=C(NC(=O)C(Cl)(Cl)Cl)Nc1c2ccccc2nc2ccccc12,Toxic,0.739,Toxic  (Medium Confidence),Safe,0.172,Safe  (Medium Confidence),Safe,0.131,Safe  (High Confidence),0.820,None,Safe,0.000,Safe  (High Confidence),Toxic,0.538,Toxic  (Low Confidence),Toxic,0.937,Toxic  (High Confidence),Toxic,0.603,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.580,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.751,Toxic  (Medium Confidence),Safe,0.011,Safe  (High Confidence),7.090,None,Toxic,0.990,Toxic  (High Confidence),Toxic,0.847,Toxic  (High Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.275,Safe  (Medium Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.710,Toxic  (Medium Confidence),Safe,0.053,Safe  (High Confidence),Toxic,0.979,Toxic  (High Confidence),1.910,PIGC50% > -0.5 log ug/L: toxic,2.170,None,1.760,None,4.860,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.039,Safe  (High Confidence),Toxic,0.693,Toxic  (Medium Confidence),Toxic,0.769,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.209,Safe  (Medium Confidence),Toxic,0.952,Toxic  (High Confidence),Toxic,0.600,Toxic  (Low Confidence)
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)Nc1c(NCCc2ccc(O)c(O)c2)c(=O)c1=O,Safe,0.002,Safe  (High Confidence),Safe,0.065,Safe  (High Confidence),Toxic,0.705,Toxic  (Medium Confidence),1.260,None,Safe,0.000,Safe  (High Confidence),Safe,0.195,Safe  (Medium Confidence),Toxic,0.965,Toxic  (High Confidence),Toxic,0.634,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.105,Safe  (High Confidence),0.790,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.784,Toxic  (Medium Confidence),Toxic,0.773,Toxic  (Medium Confidence),6.100,None,Toxic,0.996,Toxic  (High Confidence),Safe,0.127,Safe  (High Confidence),Safe,0.288,Safe  (Medium Confidence),Safe,0.168,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.195,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.457,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),-3946.050,PIGC50% > -0.5 log ug/L: toxic,2.220,None,2.650,None,16.690,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.344,Safe  (Low Confidence),Toxic,0.579,Toxic  (Low Confidence),Safe,0.207,Safe  (Medium Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.917,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)(C)C(=O)Nc1c(NC[C@@H]2CCC3=NN(c4ccccc4)[C]N32)c(=S)c1=S,Safe,0.267,Safe  (Medium Confidence),Safe,0.025,Safe  (High Confidence),Toxic,0.750,Toxic  (Medium Confidence),0.560,None,Safe,0.000,Safe  (High Confidence),Safe,0.172,Safe  (Medium Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),0.550,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.847,Toxic  (High Confidence),Safe,0.007,Safe  (High Confidence),5.440,None,Toxic,0.994,Toxic  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.080,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.146,Safe  (High Confidence),Safe,0.239,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),-20.350,PIGC50% > -0.5 log ug/L: toxic,4.240,None,1.370,None,4.450,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.890,Toxic  (High Confidence),Toxic,0.671,Toxic  (Medium Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.087,Safe  (High Confidence),Toxic,0.590,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](Nc1c(N[C@@H]2c3ccccc3C[C@@H]2O)c1=O)c1ccnc2ccc(OC)cc12,Safe,0.000,Safe  (High Confidence),Safe,0.243,Safe  (Medium Confidence),Toxic,0.621,Toxic  (Low Confidence),-0.400,None,Safe,0.000,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.394,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-0.190,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.808,Toxic  (Medium Confidence),Toxic,0.504,Toxic  (Low Confidence),6.250,None,Toxic,0.997,Toxic  (High Confidence),Toxic,0.895,Toxic  (High Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.194,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.074,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),-9895.200,PIGC50% > -0.5 log ug/L: toxic,3.240,None,2.330,None,24.610,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.351,Safe  (Low Confidence),Safe,0.193,Safe  (Medium Confidence),Safe,0.106,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence)
COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@H](NS(=O)(=O)N[C@H](C)C(C)(C)C)C[C@H]1C[C@H]3O,Toxic,0.791,Toxic  (Medium Confidence),Safe,0.023,Safe  (High Confidence),Toxic,0.974,Toxic  (High Confidence),-2.010,None,Safe,0.001,Safe  (High Confidence),Safe,0.089,Safe  (High Confidence),Safe,0.477,Safe  (Low Confidence),Safe,0.279,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),-0.060,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.540,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),7.350,None,Toxic,0.770,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.566,Toxic  (Low Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.127,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.277,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),-1747.820,PIGC50% > -0.5 log ug/L: toxic,3.190,None,1.850,None,4.750,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.864,Toxic  (High Confidence),Safe,0.367,Safe  (Low Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.164,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
