SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
CC(C)c1cc(CN(C2CCCCC2)C3CCCCC3)cc(C(C)C)c1N(/C4=[Pd](Cl)\C/C=C\c5ccccc5)CCN4c6c(C(C)C)cc(CN(C7CCCCC7)C8CCCCC8)cc6C(C)C,Safe,0.007,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),-124560.900,None,Safe,0.000,Safe  (High Confidence),Safe,0.082,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.336,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.770,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.713,Toxic  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),4.050,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),-9719819494.520,PIGC50% > -0.5 log ug/L: toxic,2.830,None,24.530,None,12269215.620,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.940,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(O[Co+3]12(OC(C)=C[C-](O1)C)(OC(C)=C[C-](O2)C)O3)=C[C-]3C,Toxic,0.985,Toxic  (High Confidence),Toxic,0.876,Toxic  (High Confidence),Toxic,0.928,Toxic  (High Confidence),1.800,None,Safe,0.058,Safe  (High Confidence),Safe,0.061,Safe  (High Confidence),Toxic,0.994,Toxic  (High Confidence),Safe,0.141,Safe  (High Confidence),Toxic,0.579,Toxic  (Low Confidence),Toxic,0.998,Toxic  (High Confidence),0.360,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.721,Toxic  (Medium Confidence),Safe,0.015,Safe  (High Confidence),7.760,None,Toxic,0.637,Toxic  (Low Confidence),Safe,0.111,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),2.960,PIGC50% > -0.5 log ug/L: toxic,3.750,None,1.000,None,4.710,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.457,Safe  (Low Confidence),Toxic,0.669,Toxic  (Medium Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.247,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=C([O-][Pd]([P](c1ccccc1)(c2ccccc2)c3ccccc3)[P](c4ccccc4)(c5ccccc5)c6ccccc6)C,Safe,0.000,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0.478,Safe  (Low Confidence),0.820,None,Safe,0.001,Safe  (High Confidence),Safe,0.259,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.998,Toxic  (High Confidence),-0.790,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.985,Toxic  (High Confidence),Toxic,0.990,Toxic  (High Confidence),9.260,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.147,Safe  (High Confidence),Safe,0.155,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.130,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-57983.010,PIGC50% > -0.5 log ug/L: toxic,2.360,None,-0.760,None,93.680,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.406,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.372,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.889,Toxic  (High Confidence)
c1([P](c2ccccc2)([Pd][P](c3ccccc3)(c4ccccc4)c5ccccc5)c6ccccc6)ccccc1,Safe,0.000,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.364,Safe  (Low Confidence),1.790,None,Safe,0.004,Safe  (High Confidence),Toxic,0.534,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.999,Toxic  (High Confidence),-0.300,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.975,Toxic  (High Confidence),Toxic,0.982,Toxic  (High Confidence),9.440,None,Toxic,0.995,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.186,Safe  (Medium Confidence),Safe,0.067,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.386,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-10274.910,PIGC50% > -0.5 log ug/L: toxic,2.180,None,-0.780,None,35.500,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.647,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.807,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.380,Safe  (Low Confidence)
CC(O[Pd]([P](c1ccc(c2c(C(C)C)cc(C(C)C)cc2C(C)C)cc1)(C3CCCCC3)C4CCCCC4)(OC(C)=O)[P](c5ccc(c6c(C(C)C)cc(C(C)C)cc6C(C)C)cc5)(C7CCCCC7)C8CCCCC8)=O,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),-3699356.690,None,Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-2.950,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.954,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),4.050,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.629,Toxic  (Low Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.393,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),-288684495392.920,PIGC50% > -0.5 log ug/L: toxic,2.290,None,622.150,None,364402707.870,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.445,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence)
CC(O[Pd]1([P](c2ccccc2)(c3ccccc3)c4cc5ccccc5cc4c6cc7ccccc7cc6[P]1(c8ccccc8)c9ccccc9)OC(C)=O)=O,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.384,Safe  (Low Confidence),-361.000,None,Safe,0.000,Safe  (High Confidence),Safe,0.134,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),-1.700,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.996,Toxic  (High Confidence),Safe,0.206,Safe  (Medium Confidence),4.850,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.142,Safe  (High Confidence),Toxic,0.944,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-27553211.080,PIGC50% > -0.5 log ug/L: toxic,2.630,None,-0.540,None,34794.020,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.190,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.982,Toxic  (High Confidence)
CC(O[Pd]OC(C)=O)=O,Safe,0.271,Safe  (Medium Confidence),Toxic,0.534,Toxic  (Low Confidence),Safe,0.357,Safe  (Low Confidence),0.750,None,Toxic,0.719,Toxic  (Medium Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.295,Safe  (Medium Confidence),Toxic,0.989,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),0.620,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.586,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),6.500,None,Safe,0.182,Safe  (Medium Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),2.490,PIGC50% > -0.5 log ug/L: toxic,2.380,None,1.510,None,3.780,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.070,Safe  (High Confidence),Toxic,0.658,Toxic  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence)
CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,Toxic,0.981,Toxic  (High Confidence),Toxic,0.644,Toxic  (Low Confidence),Toxic,0.577,Toxic  (Low Confidence),1.060,None,Toxic,0.543,Toxic  (Low Confidence),Safe,0.185,Safe  (Medium Confidence),Toxic,0.722,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),0.450,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.864,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),7.160,None,Toxic,0.715,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.174,Safe  (Medium Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),3.420,PIGC50% > -0.5 log ug/L: toxic,3.930,None,1.050,None,4.020,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.299,Safe  (Medium Confidence),Toxic,0.600,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,Safe,0.000,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.480,Safe  (Low Confidence),-0.860,None,Safe,0.001,Safe  (High Confidence),Safe,0.335,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),-0.710,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.983,Toxic  (High Confidence),Toxic,0.975,Toxic  (High Confidence),9.230,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.171,Safe  (Medium Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-289938.750,PIGC50% > -0.5 log ug/L: toxic,2.570,None,-1.070,None,381.380,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.573,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.727,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.349,Safe  (Low Confidence)
CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,Safe,0.000,Safe  (High Confidence),Toxic,0.973,Toxic  (High Confidence),Toxic,0.774,Toxic  (Medium Confidence),0.920,None,Safe,0.073,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.938,Toxic  (High Confidence),-0.450,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.711,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),8.490,None,Safe,0.041,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.354,Safe  (Low Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.261,Safe  (Medium Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.214,Safe  (Medium Confidence),-168.140,PIGC50% > -0.5 log ug/L: toxic,2.820,None,1.250,None,6.270,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.551,Toxic  (Low Confidence),Toxic,0.860,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.746,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cc1c(C(C)(C)C)cc(C(C)(C)C)c(OP(Oc2c3ccccc3ccc2)Oc4c5ccccc5ccc4)c1c6c(OP(Oc7c8ccccc8ccc7)Oc9c%10ccccc%10ccc9)c(C(C)(C)C)cc(C(C)(C)C)c6C,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),-8944105.870,None,Safe,0.000,Safe  (High Confidence),Safe,0.060,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.788,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-3.620,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.912,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),4.050,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.075,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),-697966679115.900,PIGC50% > -0.5 log ug/L: toxic,2.660,None,1497.070,None,881034024.310,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)([P](C3CCCCC3)(C4CCCCC4)C5CCCCC5)=C6C=C(C7=CC=CC=C76)c8ccccc8)c9c(C)cc(C)cc9C)c(C)c1,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.639,Toxic  (Low Confidence),-3065.160,None,Safe,0.000,Safe  (High Confidence),Safe,0.092,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.112,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.080,Safe  (High Confidence),-1.000,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.917,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),3.840,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.270,Safe  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.130,Safe  (High Confidence),Safe,0.047,Safe  (High Confidence),Safe,0.467,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.809,Toxic  (Medium Confidence),-238679765.550,PIGC50% > -0.5 log ug/L: toxic,2.640,None,1.440,None,301293.490,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.970,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.988,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cc1c([P]([Pd](OC(C)=O)([P](c2c(C)cccc2)(c3c(C)cccc3)c4c(C)cccc4)OC(C)=O)(c5c(C)cccc5)c6c(C)cccc6)cccc1,Safe,0.014,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0.491,Safe  (Low Confidence),-36.890,None,Safe,0.000,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.994,Toxic  (High Confidence),-1.740,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.987,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),9.110,None,Toxic,0.997,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.124,Safe  (High Confidence),Safe,0.287,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),-2625517.580,PIGC50% > -0.5 log ug/L: toxic,2.920,None,-0.130,None,3326.870,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.215,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence)
Cl[Pd]([P](c1ccccc1)(c2ccccc2)c3ccccc3)(Cl)[P](c4ccccc4)(c5ccccc5)c6ccccc6,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.382,Safe  (Low Confidence),1.760,None,Safe,0.002,Safe  (High Confidence),Safe,0.480,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.998,Toxic  (High Confidence),-0.480,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.980,Toxic  (High Confidence),Safe,0.372,Safe  (Low Confidence),9.530,None,Toxic,0.997,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.186,Safe  (Medium Confidence),Safe,0.121,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.487,Safe  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-21060.780,PIGC50% > -0.5 log ug/L: toxic,2.420,None,-1.030,None,52.840,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.661,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.931,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.892,Toxic  (High Confidence)
