,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_ft_v40_fold4,rejection_mcmpnn_ft_v40_fold3,rejection_mcmpnn_ft_v40_fold0,is_augmented,id_original,loss_weight,rejection_mcmpnn_ft_v40_fold2,Unnamed: 0.1,rejection_mcmpnn_ft_v40_fold1
6772,6772,6772,Ethyl acetate,3.897707231,20.0,300,87.0,-8.0,0,0,22.0,O(C(C)=O)CC,CC1=CC(Br)=C(C)C=C1Br,CC1=CC(Br)=C(C)C=C1Br,Unknown,0.045734945,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0198761090942482,0,0,0,0.24721253,0.12998718,0.039719135,0.0,6772.0,1.0,-0.04459077,4114.0,0.13688385
6773,6773,6773,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,Unknown,0.946112541,337.382,1.6424999999999998,337.382,1.6424999999999998,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.260526874298039,0,0,0,0.9143505,0.8654845,0.98556626,0.0,6773.0,1.0,0.9193784,4766.0,0.9568547
6774,6774,6774,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,Unknown,0.710875089,361.485,5.771680000000005,361.485,5.771680000000005,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.5374149797621002,0,0,0,0.51129377,0.66021246,0.64699745,0.0,6774.0,1.0,0.35285628,3051.0,0.5534843
6775,6775,6775,n-Hexane,1.64,30.0,300,59.0,-37.5,0,0,30.0,C(CCC)CC,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C,Unknown,0.225,602.9000000000003,10.147399999999994,602.9000000000003,10.147399999999994,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1101382787418115,0,0,0,0.7834363,0.7431443,0.80621946,0.0,6775.0,1.0,0.82966954,3881.0,0.7546675
6776,6776,6776,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,NC1=CC(F)=C(F)C=C1[N+]([O-])=O,NC1=CC(F)=C(F)C=C1[N+]([O-])=O,Unknown,0.561070754,174.106,1.4552,174.106,1.4552,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3566171656561859,1,0,0,0.8878589,0.82690734,0.89917165,0.0,6776.0,1.0,0.7710848,1173.0,0.8347166
6777,6777,6777,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.041593039,162.019,2.575600000000001,162.019,2.575600000000001,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0179971348247585,0,0,0,0.4435478,0.18182722,0.26633734,0.0,6777.0,1.0,0.25454652,3236.0,0.21892935
6778,6778,6778,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC2=C(NC=C2C(=O)O)N=C1,C1=CC2=C(NC=C2C(=O)O)N=C1,Unknown,0.85,162.148,1.2611,162.148,1.2611,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.8210230527068305,0,0,0,0.84902376,0.7921461,0.79143476,0.0,6778.0,1.0,0.8727608,361.0,0.8858222
6779,6779,6779,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,OC1CCC2=C1C=CC=C2,OC1CCC2=C1C=CC=C2,Unknown,0.75,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.6003262785189618,0,0,0,0.70830894,0.8368622,0.7242972,0.0,6779.0,1.0,0.82605183,4594.0,0.8478838
6780,6780,6780,Acetone,5.86,20.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C)(C)C%14=CC=CC=C%14,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C)(C)C%14=CC=CC=C%14,Unknown,0.984,1488.198,31.24480000000011,1488.198,31.24480000000011,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.7695510786217257,0,0,0,0.78651047,0.80245394,0.7616149,0.0,6780.0,1.0,0.8067584,2665.0,0.8828453
6781,6781,6781,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,Unknown,0.58,210.276,3.534440000000002,210.276,3.534440000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3757179041643316,0,0,0,0.867802,0.8716754,0.8179397,0.0,6781.0,1.0,0.97049236,3098.0,0.851276
6782,6782,6782,2-Methyltetrahydrofuran,33.58715773,20.0,200,34.0,-15.0,0,0,22.0,CC1CCCO1,C1=CC=C(C=C1)C(CBr)O,C1=CC=C(C=C1)C(CBr)O,Unknown,0.184113474,201.063,2.114900000000001,201.063,2.114900000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0878382672799601,0,0,0,0.6770339,0.8624275,0.88589764,0.0,6782.0,1.0,0.63293785,4432.0,0.835924
6783,6783,6783,Acetone,2.45,30.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,Unknown,0.9559,1005.3749999999998,5.841100000000019,1005.3749999999998,5.841100000000019,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,0,1,DE,1.3458234581220392,1,0,0,0.7431936,0.77283025,0.43821907,0.0,6783.0,1.0,0.7457888,1400.0,0.4245838
6784,6784,6784,Ethanol,2.41,30.0,220,-1.0,0.0,1,1,25.0,C(C)O,CCCCCCOC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C,CCCCCCOC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C,Unknown,0.926,464.6130000000002,10.246539999999992,464.6130000000002,10.246539999999992,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,1.1249387366083,0,0,0,0.83554554,0.7934742,0.8775359,0.0,6784.0,1.0,0.8470905,412.0,0.8870063
6785,6785,6785,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,Unknown,0.650476416,307.825,3.341500000000002,307.825,3.341500000000002,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.4552827564234628,0,0,0,0.4586693,0.5243195,0.61466044,0.0,6785.0,1.0,0.3022213,1988.0,0.51147294
6786,6786,6786,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,organocatalyst,1.0,286.33,5.071200000000004,286.33,5.071200000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.91596425,0.92991585,0.88132,0.0,6786.0,1.0,0.93257606,3263.0,0.95610464
6787,6787,6787,Toluene,2.16,40.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(CC(C(C)(C)C(C%15=CC=CC=C%15)(C)C)C%16=CC=CC=C%16)C%17=CC=CC=C%17,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(CC(C(C)(C)C(C%15=CC=CC=C%15)(C)C)C%16=CC=CC=C%16)C%17=CC=CC=C%17,Unknown,0.987,1828.708,38.40259999999998,1828.708,38.40259999999998,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,1.8538719643217616,0,0,0,0.8644837,0.7800877,0.7877474,0.0,6787.0,1.0,0.9391868,3494.0,0.93765867
6788,6788,6788,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,Nc1cccc2ncccc12,Nc1cccc2ncccc12,Unknown,0.7,144.177,1.817,144.177,1.817,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.5214335044061567,0,0,0,0.7852877,0.7896492,0.7286831,0.0,6788.0,1.0,0.6976905,2506.0,0.81123686
6789,6789,6789,Ethanol,0.27,30.0,600,-1.0,0.0,1,1,25.0,C(C)O,CC1(C(OC)=O)CCC1(C(OC)=O)C,CC1(C(OC)=O)CCC1(C(OC)=O)C,Unknown,0.1,200.234,1.1388,200.234,1.1388,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.045275209020937,0,0,0,0.32048592,0.28095174,0.25537297,0.0,6789.0,1.0,0.20942485,3108.0,0.44217885
6790,6790,6790,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,C1(NC2=CC=CC=C2)=CC=CC=C1,C1(NC2=CC=CC=C2)=CC=CC=C1,Unknown,0.056349068,169.227,3.430200000000001,169.227,3.430200000000001,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0247286426146628,0,0,0,0.08553907,0.13191184,0.25958198,0.0,6790.0,1.0,0.24373049,3577.0,0.012598693
6791,6791,6791,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O,Unknown,1.0,320.324,0.6633,320.324,0.6633,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0.9383398,0.9370729,0.94105387,0.0,6791.0,1.0,0.9428269,5450.0,0.9893247
6792,6792,6792,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,Unknown,0.084143108,236.35800000000003,5.067700000000004,236.35800000000003,5.067700000000004,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.03769844608014,0,0,0,0.4209298,0.17316121,0.6089118,0.0,6792.0,1.0,0.3936697,3605.0,0.29535043
6793,6793,6793,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,BrC1=CC=C(C(OC)=O)C=C1,BrC1=CC=C(C(OC)=O)C=C1,Unknown,-0.088438251,215.046,2.2357,215.046,2.2357,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0372026196121549,0,0,0,0.410065,0.41163594,0.8339168,0.0,6793.0,1.0,0.17735043,5667.0,0.4816331
6794,6794,6794,Methanol,3.06,30.0,150,59.0,0.0,0,1,21.0,CO,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Unknown,0.931,234.202,2.7771,234.202,2.7771,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,0,1,DE,1.1549019599857435,0,0,0,0.8847057,0.88837063,0.88825,0.0,6794.0,1.0,0.7548224,5470.0,0.89821064
6795,6795,6795,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,IC1=CC=C(I)C=C1,IC1=CC=C(I)C=C1,Unknown,0.5,329.906,2.8958000000000013,329.906,2.8958000000000013,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3001622741327542,0,0,0,0.74537784,0.8264356,0.69506943,0.0,6795.0,1.0,0.7790884,1671.0,0.79184586
6796,6796,6796,n-Hexane,0.17,30.0,220,-1.0,0.0,1,1,25.0,C(CCC)CC,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,Unknown,0.838,1071.59,22.549200000000027,1071.59,22.549200000000027,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,0.7878123955960421,0,0,0,0.8384399,0.7543385,0.69806826,0.0,6796.0,1.0,0.8528922,1870.0,0.8976949
6797,6797,6797,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,Unknown,1.0,205.345,3.985020000000003,205.345,3.985020000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.95090425,0.9029595,0.9026078,0.0,6797.0,1.0,0.96660274,4571.0,0.9527219
6798,6798,6798,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1=CC2=C(C=CC(=C2)Cl)N=C1,C1=CC2=C(C=CC(=C2)Cl)N=C1,Unknown,0.057539076,163.60699999999997,2.888200000000001,163.60699999999997,2.888200000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0252760826136333,0,0,0,0.34080976,0.41757062,0.30619627,0.0,6798.0,1.0,0.32449478,5145.0,0.3702039
6799,6799,6799,Toluene,1.33,40.0,220,-1.0,0.0,1,1,26.0,Cc1ccccc1,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O,Unknown,0.9,240.29899999999992,2.2512,240.29899999999992,2.2512,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.9956786262173576,0,0,0,0.8736814,0.81998706,0.9474691,0.0,6799.0,1.0,1.0,4930.0,0.947574
6800,6800,6800,Acetone,2.960758377,20.0,200,34.0,-15.0,0,0,22.0,CC(=O)C,C1=CC2=C(C=C1Br)NC(=O)N2,C1=CC2=C(C=C1Br)NC(=O)N2,Unknown,0.791133998,213.034,1.6186999999999996,213.034,1.6186999999999996,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.6780579108206368,0,0,0,0.756098,0.67161834,0.63700485,0.0,6800.0,1.0,0.65055853,2991.0,0.6778205
6801,6801,6801,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CCOC(=O)C1=CC=C(C=C1)I,CCOC(=O)C1=CC=C(C=C1)I,Unknown,0.62,276.073,2.4679,276.073,2.4679,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.4190750243243807,0,0,0,0.86775196,0.9509286,0.7851625,0.0,6801.0,1.0,0.78016406,4024.0,0.88354504
6802,6802,6802,2-propanol,0.14,30.0,220,-1.0,0.0,1,1,25.0,C(C)(C)O,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.207,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.1001794975729037,1,0,0,0.83135295,0.77636963,0.7414962,0.0,6802.0,1.0,0.7945539,717.0,0.8539134
6803,6803,6803,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,Unknown,0.495696994,230.263,3.036500000000001,230.263,3.036500000000001,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.296448118177108,0,0,0,0.36359987,0.40490723,0.34841406,0.0,6803.0,1.0,0.22519433,2578.0,0.5040017
6804,6804,6804,Acetone,2.960758377,20.0,200,34.0,-15.0,0,0,22.0,CC(=O)C,C1=CC2=C(C=C1F)NC=N2,C1=CC2=C(C=C1F)NC=N2,Unknown,0.526881974,136.129,1.7019999999999995,136.129,1.7019999999999995,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.3241135324610326,0,0,0,0.670992,0.6097625,0.60789204,0.0,6804.0,1.0,0.5478388,4767.0,0.58563495
6805,6805,6805,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],Unknown,0.867544319,331.9290000000001,3.0895000000000006,331.9290000000001,3.0895000000000006,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.8746629342448664,0,0,0,0.9472353,0.93704027,0.81111395,0.0,6805.0,1.0,0.9169508,1347.0,0.9558941
6806,6806,6806,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C1=CC2=C(C=CN2)C(=C1)Cl,C1=CC2=C(C=CN2)C(=C1)Cl,Unknown,0.024929925,151.59599999999998,2.821300000000001,151.59599999999998,2.821300000000001,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0105190019097955,0,0,0,0.6453507,0.58991337,0.4694941,0.0,6806.0,1.0,0.57197934,1990.0,0.5418864
6807,6807,6807,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,COC1=CC(OC)=CC(OC)=C1,COC1=CC(OC)=CC(OC)=C1,Unknown,0.211583226,168.19199999999998,1.7124,168.19199999999998,1.7124,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1026936496934267,0,0,0,0.28348058,0.29300752,0.21073338,0.0,6807.0,1.0,0.1904079,733.0,0.35780275
6808,6808,6808,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,NC(C)C1=CC=CC=C1,NC(C)C1=CC=CC=C1,Unknown,0.6,121.18299999999996,1.7063,121.18299999999996,1.7063,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.3968556273798176,0,0,0,0.8272681,0.8286003,0.7177304,0.0,6808.0,1.0,0.6719484,2904.0,0.8763764
6809,6809,6809,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,Unknown,0.965,1175.7419999999995,24.72310000000005,1175.7419999999995,24.72310000000005,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.4436974992327123,0,0,0,0.7852303,0.6104786,0.7920973,0.0,6809.0,1.0,0.78738683,4748.0,0.78988445
6810,6810,6810,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C1=CC(=C(C=C1[N+](=O)[O-])O)N,C1=CC(=C(C=C1[N+](=O)[O-])O)N,Unknown,0.874280313,154.125,0.8826000000000003,154.125,0.8826000000000003,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.8971559084687603,0,0,0,0.57246184,0.69429237,0.5974683,0.0,6810.0,1.0,0.817206,2746.0,0.65315044
6811,6811,6811,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,Unknown,0.523667667,154.21199999999996,3.353600000000001,154.21199999999996,3.353600000000001,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3211791468868661,0,0,0,0.78201795,0.69398993,0.81217086,0.0,6811.0,1.0,0.71532524,2216.0,0.8248893
6812,6812,6812,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,[O-][N+](=O)c1ccccc1Cl,[O-][N+](=O)c1ccccc1Cl,Unknown,-0.04802902,157.55599999999998,2.2482000000000006,157.55599999999998,2.2482000000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0207875025420205,1,0,0,0.449571,0.41835308,0.43595353,0.0,6812.0,1.0,0.27172142,5772.0,0.4629351
