,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,rejection_mcmpnn_combi_v42a_fold0,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold4,loss_weight,rejection_mcmpnn_combi_v42a_fold3,id_original,Unnamed: 0.1
4917,4917,4917,Ethanol,1.03,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Unknown,0.947,360.318,1.7613000000000012,360.318,1.7613000000000012,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2676062401770312,1,0,0,0.0,0.95983404,0.91514474,0.9209972,0.9481583,0.6310747914452515,0.992735,4917.0,3110.0
4918,4918,4918,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.767329929,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.6313969094816292,0,0,0,0.0,0.6497216,0.7248101,0.77484226,0.5184229,0.5159496688997068,0.6021813,4918.0,825.0
4919,4919,4919,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,Unknown,0.103002884,236.35800000000003,5.067700000000004,236.35800000000003,5.067700000000004,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0467250581069685,0,0,0,0.0,0.4196837,0.142656,-0.015087545,0.121508986,0.262486809721128,0.16884696,4919.0,2986.0
4920,4920,4920,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,Unknown,0.328180712,201.056,3.1781200000000007,201.056,3.1781200000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1721015669249228,1,0,0,0.0,0.24616072,0.20721787,0.411244,0.35375082,0.3466011751227847,0.3940237,4920.0,3862.0
4921,4921,4921,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,Unknown,0.98,230.263,3.036500000000001,230.263,3.036500000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.6777807052660805,0,0,0,0.0,0.9264451,0.96419626,0.96114904,0.9752729,0.649231258853877,0.9389608,4921.0,1882.0
4922,4922,4922,Dimethylformamide,0.2,20.0,150,59.0,0.0,0,1,25.0,O=CN(C)C,c1(P(c2ccccc2)c3ccccc3)ccccc1,c1(P(c2ccccc2)c3ccccc3)ccccc1,ligand,0.987,262.292,3.4448000000000016,262.292,3.4448000000000016,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.8538719643217616,0,0,0,0.0,0.9715975,0.97113216,0.96598035,1.0,0.7499950875857018,0.9402406,4922.0,2698.0
4923,4923,4923,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,O=C(C1=CC=CC=C1)CBr,O=C(C1=CC=CC=C1)CBr,Unknown,0.017794056,199.047,2.2642000000000007,199.047,2.2642000000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0073555045738019,0,0,0,0.0,0.027596414,-0.013185799,0.020890713,0.12513918,0.2608386124160144,0.025104046,4923.0,184.0
4924,4924,4924,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.030406703,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0129627122850689,0,0,0,0.0,-0.06510961,-0.007166505,-0.11174667,-0.009167016,0.262486809721128,-0.030654013,4924.0,1827.0
4925,4925,4925,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC2=C(C=CC=C2N)C(=C1)N,C1=CC2=C(C=CC=C2N)C(=C1)N,Unknown,0.57,158.20399999999998,2.0041999999999995,158.20399999999998,2.0041999999999995,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3655227298392683,0,0,0,0.0,0.7656018,0.8512734,0.8105519,0.7867251,0.4106988041437661,0.8093724,4925.0,290.0
4926,4926,4926,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Unknown,0.425269832,247.681,3.2979000000000007,247.681,3.2979000000000007,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.239781013114503,0,0,0,0.0,0.47277582,0.32186717,0.6411357,0.85587716,0.4091586134861336,0.6371072,4926.0,243.0
4927,4927,4927,2-propanol,0.066137566,20.0,300,59.0,-37.5,0,0,22.0,C(C)(C)O,CC1=C(OC)C=C(C)C(Br)=C1,CC1=C(OC)C=C(C)C(Br)=C1,Unknown,0.43052719,215.09,3.0745400000000016,215.09,3.0745400000000016,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2437650501911957,0,0,0,0.0,0.35992038,0.43734366,0.70471907,0.41716138,0.3469135265299132,0.46827078,4927.0,682.0
4928,4928,4928,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1,Unknown,0.99,197.278,1.6293999999999993,197.278,1.6293999999999993,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0.0,0.9630363,1.0,0.89847314,0.987272,0.6547332186746725,0.9193833,4928.0,3665.0
4929,4929,4929,Ethanol,0.244542261,20.0,500,82.0,0.0,0,1,22.0,C(C)O,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,Unknown,0.00776418,166.22299999999998,3.2578000000000014,166.22299999999998,3.2578000000000014,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0029476264636016,0,0,0,0.0,0.09653491,0.016607404,-0.024648607,0.031195015,0.2624945015663412,0.13901407,4929.0,3049.0
4930,4930,4930,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,CCOC1=CC=C(C=C1)OCC,CCOC1=CC=C(C=C1)OCC,Unknown,-0.03613439,166.21999999999994,2.484,166.21999999999994,2.484,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0158350351294986,0,0,0,0.0,-0.036493897,-0.030611455,0.06642011,-0.028595567,0.2624945015663412,0.080455005,4930.0,4435.0
4931,4931,4931,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CC1=C(C(=CC=C1)C)Br,CC1=C(C(=CC=C1)C)Br,Unknown,0.73,185.064,3.065940000000002,185.064,3.065940000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5670307091255943,1,0,0,0.0,0.73546094,0.7141214,0.69749844,0.71383953,0.587611989431089,0.6974504,4931.0,1314.0
4932,4932,4932,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,COC1=CC=C(C=C1)OC,COC1=CC=C(C=C1)OC,Unknown,-0.014346011,138.16599999999997,1.7038,138.16599999999997,1.7038,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0066140669392288,0,0,0,0.0,0.0351505,0.0061490536,0.1135993,0.009293735,0.2608386124160144,0.113859326,4932.0,94.0
4933,4933,4933,Ethanol,1.07,20.0,500,59.0,-31.0,0,0,25.0,C(C)O,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Unknown,0.945,360.318,1.7613000000000012,360.318,1.7613000000000012,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,0,0,0,DM500,1,0,CF,1.251811972993799,0,0,0,0.0,0.8864856,0.9168737,0.91021085,0.95159024,1.138577456310273,0.92181945,4933.0,1349.0
4934,4934,4934,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1=CC2=C(C=CN2)C(=C1)Br,C1=CC2=C(C=CN2)C(=C1)Br,Unknown,0.227093852,196.047,2.930400000000001,196.047,2.930400000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.111311703240974,0,0,0,0.0,0.15254307,0.035397947,0.0063127875,0.21456936,0.2802744695069717,0.10637829,4934.0,1571.0
4935,4935,4935,Ethyl acetate,2.439741329,20.0,500,82.0,0.0,0,1,22.0,O(C(C)=O)CC,CC1=CC=CC2=CC=CC=C12,CC1=CC=CC2=CC=CC=C12,Unknown,0.079236723,142.201,3.148220000000002,142.201,3.148220000000002,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.03538059813594,0,0,0,0.0,0.08442092,0.019834876,-0.1544289,0.09947237,0.2624945015663412,-0.031503618,4935.0,1924.0
4936,4936,4936,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.665838995,139.104,1.83648,139.104,1.83648,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4747465159918524,0,0,0,0.0,0.7353521,0.7203078,0.7122812,0.7986462,0.4763811361768015,0.6431055,4936.0,1278.0
4937,4937,4937,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,OC1=CC=CC=C1C2=CC=CC=C2,OC1=CC=CC=C1C2=CC=CC=C2,Unknown,0.82,170.211,3.059200000000001,170.211,3.059200000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.7423214251308153,0,0,0,0.0,0.85977876,0.803338,0.7392414,0.81222975,0.5611999017211478,0.71760786,4937.0,333.0
4938,4938,4938,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,CC1=C(OC)C=C(C)C(Br)=C1,CC1=C(OC)C=C(C)C(Br)=C1,Unknown,-0.12214721,215.09,3.0745400000000016,215.09,3.0745400000000016,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0504366826200578,1,0,0,0.0,-0.10378033,-0.094548225,-0.07907432,-0.112088084,0.262486809721128,-0.1381852,4938.0,472.0
4939,4939,4939,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1COC2=C(C=CC=C2O1)N,C1COC2=C(C=CC=C2O1)N,Unknown,0.05848954,151.16499999999996,1.0399999999999998,151.16499999999996,1.0399999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0257138212865482,0,0,0,0.0,0.17571574,0.09984183,0.1734274,0.08219913,0.2624945015663412,0.14700645,4939.0,3561.0
4940,4940,4940,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,NC1=CC(OC)=CC(OC)=C1,NC1=CC(OC)=CC(OC)=C1,Unknown,-0.077228441,153.18099999999998,1.286,153.18099999999998,1.286,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0327107832582024,0,0,0,0.0,-0.062078655,-0.07332778,0.14954734,-0.09330785,0.262486809721128,0.15204176,4940.0,3744.0
4941,4941,4941,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,Unknown,0.97,231.295,2.947620000000001,231.295,2.947620000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.508638306165727,0,0,0,0.0,0.95591474,0.97097826,0.94779766,0.96645117,0.6437292990330814,0.91139066,4941.0,3929.0
4942,4942,4942,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,COC1=CC=CC=C1C,COC1=CC=CC=C1C,Unknown,0.64,122.16699999999996,2.00362,122.16699999999996,2.00362,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.442492798094342,0,0,0,0.0,0.60290855,0.5833352,0.5643805,0.59977686,0.530746313034532,0.56478584,4942.0,1473.0
4943,4943,4943,2-propanol,0.081400081,20.0,500,82.0,0.0,0,1,22.0,C(C)(C)O,C1=CC=C(C=C1)C(CBr)O,C1=CC=C(C=C1)C(CBr)O,Unknown,-0.267888246,201.063,2.114900000000001,201.063,2.114900000000001,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.1034233744329816,0,0,0,0.0,0.044284403,-0.055364132,-0.09287959,-0.2849859,0.2624945015663412,0.031612933,4943.0,4599.0
4944,4944,4944,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C#Cc1ccc(C)cc1,C#Cc1ccc(C)cc1,Unknown,0.92,116.16299999999998,1.97632,116.16299999999998,1.97632,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.0915149811213505,1,0,0,0.0,0.97683,0.815238,0.66272885,0.9006743,0.6162194999291035,0.4047694,4944.0,3749.0
4945,4945,4945,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,Unknown,0.811449489,296.153,4.364100000000001,296.153,4.364100000000001,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.7222750404426054,0,0,0,0.0,0.8669163,0.8335875,0.837278,0.78385997,0.5564954449242209,0.81702137,4945.0,2115.0
4946,4946,4946,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,OC1=CC(C)=CC=C1C,OC1=CC(C)=CC=C1C,Unknown,0.289898559,122.16699999999996,2.00904,122.16699999999996,2.00904,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1480684412898206,1,0,0,0.0,0.31490654,0.40034053,0.24567586,0.28800124,0.2695402187883647,0.2880398,4946.0,1580.0
4947,4947,4947,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,C1(C2=CC=CC=C2)=NC=CN1,C1(C2=CC=CC=C2)=NC=CN1,Unknown,0.272396225,144.17700000000002,2.0767,144.17700000000002,2.0767,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1375085829466667,0,0,0,0.0,0.18867484,0.06787974,0.05611667,0.13182917,0.3080479395989083,0.13939369,4947.0,706.0
4948,4948,4948,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,Unknown,0.962,654.9820000000001,13.853599999999972,654.9820000000001,13.853599999999972,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,1.4089353929735005,1,0,0,0.0,0.913375,0.9484268,0.8845233,0.9518277,1.155482099766408,0.8768428,4948.0,1911.0
4949,4949,4949,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Unknown,0.993485507,521.4370000000001,4.8692000000000055,521.4370000000001,4.8692000000000055,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.124100315773035,0,0,0,0.0,0.946619,0.96196115,0.9990317,0.975157,0.6566509306215826,0.9591978,4949.0,1852.0
4950,4950,4950,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,Unknown,0.624263831,151.165,1.3505999999999998,151.165,1.3505999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.4239626828414379,0,0,0,0.0,0.49392155,0.5638236,0.57181674,0.66720605,0.5409118086937699,0.54460907,4950.0,405.0
4951,4951,4951,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C1=CC2=C(C=C1N)NC(=O)N2,C1=CC2=C(C=C1N)NC(=O)N2,Unknown,0.79,149.15300000000002,0.4383999999999999,149.15300000000002,0.4383999999999999,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.6757175447023074,0,0,0,0.0,0.79341197,0.5768596,0.70755374,0.80095184,0.6255224403621271,0.68162805,4951.0,1773.0
4952,4952,4952,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],Unknown,-0.044124008,331.9290000000001,3.0895000000000006,331.9290000000001,3.0895000000000006,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0191678242220726,0,0,0,0.0,0.28115872,0.6104629,0.27405038,0.22369131,0.2624945015663412,0.3160354,4952.0,244.0
4953,4953,4953,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,Unknown,0.518787234,333.884,5.052700000000004,333.884,5.052700000000004,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.3167612963850121,0,0,0,0.0,0.5166459,0.5179723,0.55611336,0.5432338,0.4716942418026976,0.57993317,4953.0,1422.0
4954,4954,4954,Ethanol,0.244542261,20.0,500,82.0,0.0,0,1,22.0,C(C)O,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,0.008341065,123.155,1.2774,123.155,1.2774,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0031999439427723,1,0,0,0.0,0.039967954,0.025984228,0.10571492,0.009973943,0.2624945015663412,0.14299953,4954.0,1465.0
4955,4955,4955,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.611045562,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4089861326686494,0,0,0,0.0,0.56907064,0.65054,0.5565088,0.58689463,0.446234009495856,0.68627995,4955.0,4639.0
4956,4956,4956,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,Unknown,0.913108208,214.264,3.370800000000002,214.264,3.370800000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.0560516807345457,0,0,0,0.0,0.8421472,0.8769975,0.8493849,0.91766536,0.6124276636613755,0.85371,4956.0,2371.0
4957,4957,4957,Ethanol,0.85,20.0,300,59.0,-37.5,0,0,22.0,C(C)O,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.403812534,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2238893159908172,0,0,0,0.0,0.66054213,0.41126886,0.25754356,0.37783855,0.3322152301360757,0.35380828,4957.0,3848.0
4958,4958,4958,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,Unknown,-0.162690874,228.247,2.6318000000000006,228.247,2.6318000000000006,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0658376284702879,0,0,0,0.0,-0.09065223,-0.085651696,-0.21947062,-0.17446196,0.2200783928318226,-0.18948531,4958.0,852.0
4959,4959,4959,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Unknown,0.958563222,219.287,4.583400000000002,219.287,4.583400000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.37225759720095,0,0,0,0.0,0.911551,0.93626374,0.83844715,0.9007697,0.6374368297295456,0.84170043,4959.0,3188.0
4960,4960,4960,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,OC1=CC(C)=CC=C1C,OC1=CC(C)=CC=C1C,Unknown,-0.140539962,122.16699999999996,2.00904,122.16699999999996,2.00904,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0574911194813599,0,0,0,0.0,-0.06389338,-0.038554847,-0.16023064,-0.1678124,0.262486809721128,-0.14663428,4960.0,1642.0
4961,4961,4961,Ethyl acetate,3.897707231,20.0,300,87.0,-8.0,0,0,22.0,O(C(C)=O)CC,CCCC1=CC=CC=C1,CCCC1=CC=CC=C1,Unknown,-0.034079922,120.19499999999996,2.639100000000001,120.19499999999996,2.639100000000001,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0149738844243592,0,0,0,0.0,0.0445897,0.0602417,-0.10598755,-0.0017141104,0.262486809721128,0.0070624948,4961.0,1664.0
4962,4962,4962,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,Unknown,0.97,231.295,2.947620000000001,231.295,2.947620000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.508638306165727,1,0,0,0.0,0.96039975,0.98006713,0.948825,0.9620551,0.739253793155241,0.91290414,4962.0,4361.0
4963,4963,4963,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,0.577748423,178.234,3.086400000000001,178.234,3.086400000000001,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3734014150710719,0,0,0,0.0,0.39980602,0.58812535,0.5136323,0.585019,0.4279140574033115,0.50804645,4963.0,2977.0
