,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,loss_weight,rejection_mcmpnn_combi_v42c_fold3,id_original,rejection_mcmpnn_combi_v42c_fold0,Unnamed: 0.1,rejection_mcmpnn_combi_v42c_fold2,rejection_mcmpnn_combi_v42c_fold4,rejection_mcmpnn_combi_v42c_fold1
4805,4805,4805,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,COC1=CC(CO)=CC=C1O,COC1=CC(CO)=CC=C1O,Unknown,0.569696553,154.165,0.8930999999999998,154.165,0.8930999999999998,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.365217070935669,0,0,0,0.0,0.4157248051646722,0.5584918,4805.0,0.5800069,2115.0,0.692467,0.55990434,0.53265905
4806,4806,4806,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Unknown,0.929161249,306.36100000000005,4.157700000000003,306.36100000000005,4.157700000000003,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,1.1436412269883478,0,0,0,0.0,0.716388719697559,0.6573618,4806.0,0.94630027,641.0,0.7939819,0.9678868,0.9423704
4807,4807,4807,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Unknown,0.98,309.331,4.435000000000003,309.331,4.435000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.6777807052660805,0,0,0,0.0,0.6373359321700293,0.9289111,4807.0,0.9689183,1430.0,0.90796804,0.9751322,0.9678472
4808,4808,4808,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,CC1=NC=CC=C1,CC1=NC=CC=C1,Unknown,-0.003492233,93.12899999999998,1.39002,93.12899999999998,1.39002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0019465830172873,0,0,0,0.0,0.253777295433049,-0.0027337074,4808.0,-0.06467795,2603.0,0.02622974,-0.061498165,-0.0047872663
4809,4809,4809,Methyl tert-butyl ether,4.065274141,20.0,500,82.0,0.0,0,1,22.0,CC(C)(C)OC,O=C1NC2=C(C=CC(Br)=C2)C1,O=C1NC2=C(C=CC(Br)=C2)C1,Unknown,0.16044115,212.046,1.9437,212.046,1.9437,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0754318749246462,0,0,0,0.0,0.253777295433049,0.15935817,4809.0,0.14317039,1080.0,0.24289382,0.1376029,0.19105613
4810,4810,4810,Methanol,0.13,30.0,150,59.0,0.0,0,1,21.0,CO,C1=CC=C2C=CC=CC2=C1,C1=CC=C2C=CC=CC2=C1,Unknown,0.74,128.17399999999995,2.839800000000001,128.17399999999995,2.839800000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5833594926617189,0,0,0,0.0,0.5810857676064349,0.6009208,4810.0,0.72195524,4534.0,0.7197027,0.7526958,0.71056086
4811,4811,4811,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,COc1ncc(Br)cn1,COc1ncc(Br)cn1,Unknown,0.001967964,189.012,1.2477,189.012,1.2477,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0004205850123114,0,0,0,0.0,0.253777295433049,-0.004709959,4811.0,0.0013945699,3107.0,0.07986078,-0.009976089,-0.00784862
4812,4812,4812,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=C(O)C1=C(C)C=C(C)C=C1C,O=C(O)C1=C(C)C=C(C)C=C1C,Unknown,0.99,164.20399999999998,2.31006,164.20399999999998,2.31006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0.0,0.6427370841375718,1.0,4812.0,0.9920916,1800.0,0.8690905,0.97495914,0.9865947
4813,4813,4813,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C)(C)C%15=CC=CC=C%15,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C)(C)C%15=CC=CC=C%15,Unknown,0.841,1592.35,33.418700000000094,1592.35,33.418700000000094,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.7958800173440751,0,0,0,0.0,1.6372571086714034,0.912102,4813.0,0.8949903,872.0,0.90597594,0.9155143,0.921688
4814,4814,4814,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,0.5,123.155,1.2774,123.155,1.2774,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3001622741327542,0,0,0,0.0,0.3780806377279834,0.33501318,4814.0,0.5135976,1936.0,0.33796525,0.48532683,0.4962595
4815,4815,4815,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,Unknown,1.0,504.6360000000004,-0.0175999999999982,504.6360000000004,-0.0175999999999982,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.0,0.75215415325745,1.0,4815.0,0.9974561,877.0,1.0,0.9693115,1.0
4816,4816,4816,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C12=CC=CC=C1OCCO2,C12=CC=CC=C1OCCO2,Unknown,-0.022887968,136.15,1.4577999999999998,136.15,1.4577999999999998,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0102524395097682,1,0,0,0.0,0.2666684135525651,-0.011272967,4816.0,-0.020621896,1009.0,0.044392645,0.07226473,-0.05766195
4817,4817,4817,Methyl tert-butyl ether,64.75433947,20.0,300,87.0,-8.0,0,0,22.0,CC(C)(C)OC,Nc1ccc2[nH]ccc2c1,Nc1ccc2[nH]ccc2c1,Unknown,0.186452394,132.166,1.7500999999999998,132.166,1.7500999999999998,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0890835283979263,0,0,0,0.0,0.2655826521687309,0.18630981,4817.0,0.4436917,242.0,0.474139,0.14282769,0.1847462
4818,4818,4818,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.138539067,139.104,1.83648,139.104,1.83648,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0642605681002388,0,0,0,0.0,0.253777295433049,0.18201175,4818.0,0.15056375,2998.0,0.13148075,0.1322855,0.1737085
4819,4819,4819,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,C1=CC2=C(C=CN2)C=C1Br,C1=CC2=C(C=CN2)C=C1Br,Unknown,0.292890188,196.047,2.930400000000001,196.047,2.930400000000001,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1498993877232657,0,0,0,0.0,0.327257708392461,0.30740035,4819.0,0.2923004,1347.0,0.19493401,0.26649338,0.27158517
4820,4820,4820,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Unknown,1.0,295.298,2.972200000000001,295.298,2.972200000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.0,0.7418116182209807,0.99353456,4820.0,0.9561887,838.0,0.9703238,0.9984746,0.9921663
4821,4821,4821,Ethyl acetate,2.439741329,20.0,500,82.0,0.0,0,1,22.0,O(C(C)=O)CC,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.160269268,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0753430771289568,0,0,0,0.0,0.2643575119059783,0.18782216,4821.0,0.1551885,99.0,0.1971674,0.24092346,0.16656649
4822,4822,4822,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CCOC(=O)C1=CC=C(C=C1)I,CCOC(=O)C1=CC=C(C=C1)I,Unknown,0.666913485,276.073,2.4679,276.073,2.4679,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4761410537820464,0,0,0,0.0,0.4682331475196979,0.67536885,4822.0,0.659982,1568.0,0.72418225,0.63730013,0.7514006
4823,4823,4823,2-Methyltetrahydrofuran,0.39,30.0,500,82.0,0.0,0,1,25.0,CC1CCCO1,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F,Unknown,0.96,502.38,7.575400000000005,502.38,7.575400000000005,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,0,0,1,SS336,1,0,CF,1.387216143280264,0,0,0,0.0,0.7359541567558423,0.98091257,4823.0,0.953583,267.0,0.892792,0.9777817,0.9093293
4824,4824,4824,Toluene,0.26,20.0,300,59.0,-37.5,0,0,22.0,Cc1ccccc1,CN(C=O)C1=CC=CC=C1,CN(C=O)C1=CC=CC=C1,Unknown,-0.136459107,135.16599999999997,1.2792,135.16599999999997,1.2792,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0559357922096035,0,0,0,0.0,0.2160460787017047,0.19809008,4824.0,-0.118947744,807.0,-0.0033868551,-0.1817599,-0.11336213
4825,4825,4825,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,Unknown,0.999215252,438.4350000000001,5.782200000000004,438.4350000000001,5.782200000000004,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.7484230960422766,0,0,0,0.0,0.659999094496158,0.9868854,4825.0,0.9996096,932.0,0.96921825,1.0,1.0
4826,4826,4826,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,NC1=CC=CC(N)=N1,NC1=CC=CC(N)=N1,Unknown,0.61,109.13200000000002,0.2459999999999998,109.13200000000002,0.2459999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.4078232426041331,0,0,0,0.0,0.500722842299162,0.6045822,4826.0,0.61792594,2943.0,0.68395954,0.5964477,0.6151204
4827,4827,4827,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,Unknown,0.98,360.4500000000002,1.5576,360.4500000000002,1.5576,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.6777807052660805,0,0,0,0.0,0.729448091250631,0.9536195,4827.0,0.9636879,1021.0,0.90023,0.97150934,0.95785797
4828,4828,4828,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.097149627,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0439034584171718,0,0,0,0.0,0.2666684135525651,0.1131452,4828.0,0.05550742,176.0,0.17230037,0.052889705,0.060096264
4829,4829,4829,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,OC(=O)c1ccc(cc1)[N+]([O-])=O,OC(=O)c1ccc(cc1)[N+]([O-])=O,Unknown,0.93,167.11999999999995,1.293,167.11999999999995,1.293,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.148741651280925,0,0,0,0.0,0.6985392738247569,0.93608856,4829.0,0.4989222,1633.0,0.77865434,0.927136,0.9186529
4830,4830,4830,2-Methyltetrahydrofuran,0.25,10.0,300,59.0,-37.5,0,0,25.0,CC1CCCO1,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F,Unknown,0.993,502.38,7.575400000000005,502.38,7.575400000000005,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.096910013008056,0,0,0,0.0,0.6443574297278346,0.99721503,4830.0,0.9997827,4825.0,0.90272677,0.9857936,0.93312913
4831,4831,4831,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,Nc1ccc2[nH]ccc2c1,Nc1ccc2[nH]ccc2c1,Unknown,0.67195646,132.166,1.7500999999999998,132.166,1.7500999999999998,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4827466311362631,1,0,0,0.0,0.4709569349540497,0.6811048,4831.0,0.6652507,1368.0,0.6619882,0.66886204,0.6907401
4832,4832,4832,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,0.001205258,178.234,3.086400000000001,178.234,3.086400000000001,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,8.915156661568058e-05,0,0,0,0.0,0.2160460787017047,0.011969864,4832.0,-0.0024712682,2843.0,0.008541167,-0.009472549,0.022871345
4833,4833,4833,Ethanol,0.7,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.848,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.8153085691824011,1,0,0,0.0,0.5660407261984666,0.8502071,4833.0,0.8359691,657.0,0.8406478,0.82560885,0.85837424
4834,4834,4834,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,Unknown,0.994648275,376.50300000000016,5.830940000000005,376.50300000000016,5.830940000000005,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.1971083130947946,0,0,0,0.0,0.6452476881037644,0.988872,4834.0,0.96991235,2535.0,0.9600155,0.98727274,0.99639064
4835,4835,4835,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,Unknown,0.996,1071.59,22.549200000000027,1071.59,22.549200000000027,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,2.301029995663981,0,0,0,0.0,1.1849609469883728,0.9766182,4835.0,0.964334,2785.0,0.90479577,0.9731355,0.9707527
4836,4836,4836,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C12=CC=CC=C1NC=N2,C12=CC=CC=C1NC=N2,Unknown,0.73,118.139,1.5628999999999995,118.139,1.5628999999999995,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5670307091255943,0,0,0,0.0,0.5023071329814637,0.8152783,4836.0,0.73679006,728.0,0.630714,0.7553549,0.7423579
4837,4837,4837,n-Hexane,0.12,30.0,220,-1.0,0.0,1,1,25.0,C(CCC)CC,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.6,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.3968556273798176,0,0,0,0.0,0.9310052887450938,0.5078052,4837.0,0.5025582,2605.0,0.36863315,0.5008759,0.49360883
4838,4838,4838,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,Unknown,0.025962417,156.188,2.1436,156.188,2.1436,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.010978644019473,1,0,0,0.0,0.2655826521687309,0.01762873,4838.0,0.08046174,1076.0,0.07943839,0.00844425,0.0660823
4839,4839,4839,Ethyl acetate,3.23,30.0,150,59.0,0.0,0,1,21.0,O(C(C)=O)CC,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,Unknown,0.356,379.50000000000006,4.361100000000004,379.50000000000006,4.361100000000004,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,0,0,0,DM150,0,1,DE,0.1904402853647322,0,0,0,0.0,0.3484980910092852,0.6500107,4839.0,0.66958904,1174.0,0.78592825,0.93348956,0.6335093
4840,4840,4840,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=CC2=C(C=C1)NC=C2,CC1=CC2=C(C=C1)NC=C2,Unknown,0.37,131.178,2.4763199999999994,131.178,2.4763199999999994,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1999706407558656,0,0,0,0.0,0.3078656621499293,0.37803352,4840.0,0.5024955,1127.0,0.5964942,0.35190797,0.3838079
4841,4841,4841,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C1COC2=C(O1)C=CC(=C2)Br,C1COC2=C(O1)C=CC(=C2)Br,Unknown,0.039108037,215.046,2.2203,215.046,2.2203,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0168737039578178,0,0,0,0.0,0.2643575119059783,0.044762313,4841.0,0.06847361,989.0,0.14964586,0.23243758,0.013792694
4842,4842,4842,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,FC1=C(Br)C=C(F)C(Br)=C1,FC1=C(Br)C=C(F)C(Br)=C1,Unknown,0.93,271.886,3.4898000000000007,271.886,3.4898000000000007,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.148741651280925,0,0,0,0.0,0.6103301723323161,0.7259054,4842.0,0.7259231,2869.0,0.628061,0.88443875,0.71702534
4843,4843,4843,Acetone,2.45,30.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,Unknown,0.9518,947.2949999999998,5.436000000000017,947.2949999999998,5.436000000000017,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,DM500,0,1,DE,1.3080348972326394,0,0,0,0.0,1.1411689119909765,0.9620296,4843.0,0.9387395,2792.0,0.919099,0.9395852,0.95427954
4844,4844,4844,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,Unknown,0.82,222.67900000000003,2.06628,222.67900000000003,2.06628,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.7423214251308153,0,0,0,0.0,0.6305398754878335,0.822934,4844.0,0.84329337,171.0,0.85089713,0.8153674,0.8060653
4845,4845,4845,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,Unknown,1.0,205.345,3.985020000000003,205.345,3.985020000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0.0,0.6604309877434661,1.0,4845.0,0.9760848,345.0,0.95184296,0.95794165,0.9821936
4846,4846,4846,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,Unknown,-0.110651455,364.9139999999999,5.270200000000001,364.9139999999999,5.270200000000001,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0459686407550098,0,0,0,0.0,0.2666684135525651,-0.07499713,4846.0,-0.12967902,384.0,0.11182889,0.1366868,-0.11929953
4847,4847,4847,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,BrC1=CC=C(C(OC)=O)C=C1,BrC1=CC=C(C(OC)=O)C=C1,Unknown,0.49,215.046,2.2357,215.046,2.2357,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.2915790998652873,0,0,0,0.0,0.4265416804770638,0.48275924,4847.0,0.4789282,3177.0,0.54064655,0.47996584,0.486505
4848,4848,4848,2-Methyltetrahydrofuran,0.36,20.0,500,82.0,0.0,0,1,25.0,CC1CCCO1,O=CC1=CC=C(C(F)(F)F)C=C1,O=CC1=CC=C(C(F)(F)F)C=C1,Unknown,0.511,174.12099999999998,2.517900000000001,174.12099999999998,2.517900000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.3098039199714863,0,0,0,0.0,0.4510891426322446,0.5215149,4848.0,0.5143763,2967.0,0.5360778,0.5098908,0.34436214
