,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_ft_v40_fold1,rejection_mcmpnn_combi_ft_v40_fold2,id_original,is_augmented,loss_weight,rejection_mcmpnn_combi_ft_v40_fold0,rejection_mcmpnn_combi_ft_v40_fold3,rejection_mcmpnn_combi_ft_v40_fold4,Unnamed: 0.1
6961,6961,6961,Ethanol,0.85,20.0,300,59.0,-37.5,0,0,22.0,C(C)O,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,Unknown,0.732207957,120.19499999999998,2.611860000000001,120.19499999999998,2.611860000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.570583591765314,0,0,0,0.65750194,0.69812554,6961.0,0.0,1.203376062454212,0.7338545,0.73705965,0.7439341,2051.0
6962,6962,6962,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,Unknown,1.0,276.37999999999994,2.6506000000000007,276.37999999999994,2.6506000000000007,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0.9976392,0.97648525,6962.0,0.0,1.5484506401593658,0.9914514,0.99918634,0.98375165,1156.0
6963,6963,6963,Acetone,2.46,10.0,600,-1.0,0.0,1,1,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,Unknown,0.875,967.438,20.375300000000003,967.438,20.375300000000003,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.8996294548824371,0,0,0,0.89427257,0.8949547,6963.0,0.0,1.3877045968384478,0.89731747,0.88298094,0.87945306,2363.0
6964,6964,6964,Acetonitrile,3.677248677,20.0,200,34.0,-15.0,0,0,22.0,C(C)#N,CC1=C(C=C(C=C1)C(C)C)O,CC1=C(C=C(C=C1)C(C)C)O,Unknown,0.886790584,150.22099999999998,2.8240200000000013,150.22099999999998,2.8240200000000013,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.9422980891876748,1,0,0,0.81010383,0.757316,6964.0,0.0,1.0,0.84210485,0.8420997,0.8266114,675.0
6965,6965,6965,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC2=C(C=CC(=C2)Cl)N=C1,C1=CC2=C(C=CC(=C2)Cl)N=C1,Unknown,0.694267173,163.60699999999997,2.888200000000001,163.60699999999997,2.888200000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.5132397426935829,0,0,0,0.68819505,0.5498526,6965.0,0.0,1.154398759789603,0.6724609,0.6883999,0.70327735,1234.0
6966,6966,6966,Toluene,2.16,40.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)CC(C)(C(OC)=O)C,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)CC(C)(C(OC)=O)C,Unknown,0.779,402.4840000000002,2.5236,402.4840000000002,2.5236,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.6536470255493614,0,0,0,0.78809226,0.799559,6966.0,0.0,1.2637793491207816,0.8050859,0.7744709,0.7859117,3887.0
6967,6967,6967,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,Nc1cccc2ncccc12,Nc1cccc2ncccc12,Unknown,0.438354763,144.177,1.817,144.177,1.817,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.2497653532414281,1,0,0,0.5785806,0.24921101,6967.0,0.0,1.0,0.484009,0.45901757,0.5183275,466.0
6968,6968,6968,Ethyl acetate,2.439741329,20.0,500,82.0,0.0,0,1,22.0,O(C(C)=O)CC,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.034701784,162.019,2.575600000000001,162.019,2.575600000000001,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0148888222634723,0,0,0,-0.007269025,0.050949663,6968.0,0.0,0.5161502133864553,-0.028490305,-0.010231316,-0.018465757,1097.0
6969,6969,6969,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.017907227,139.104,1.83648,139.104,1.83648,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0074054965108772,0,0,0,0.0061715245,0.046681076,6969.0,0.0,0.5163551988236085,0.0068567395,0.03241551,0.02532664,1854.0
6970,6970,6970,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],Unknown,0.77,204.088,1.7812000000000003,204.088,1.7812000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.6363880201078557,0,0,0,0.7460438,0.78144515,6970.0,0.0,1.2521613571472503,0.7754433,0.76586163,0.77250755,38.0
6971,6971,6971,2-Methyltetrahydrofuran,33.58715773,20.0,200,34.0,-15.0,0,0,22.0,CC1CCCO1,C1=CC=C2C(=C1)C(=O)N(C2=O)O,C1=CC=C2C(=C1)C(=O)N(C2=O)O,Unknown,1.0,163.13199999999998,0.6718,163.13199999999998,0.6718,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,3.0,0,0,0,1.0,0.9725908,6971.0,0.0,1.549065596470825,0.9891044,0.9987323,0.9787572,3729.0
6972,6972,6972,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC(=CN=C1)C(=O)N,C1=CC(=CN=C1)C(=O)N,Unknown,0.34,122.12699999999998,0.1805,122.12699999999998,0.1805,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1797985405143598,0,0,0,0.34143567,0.3894767,6972.0,0.0,0.6968027880717147,0.32083794,0.34432483,0.42902273,615.0
6973,6973,6973,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,NCCC1=CNC2=CC=CC=C12,NCCC1=CNC2=CC=CC=C12,Unknown,0.911163486,160.21999999999997,1.6691,160.21999999999997,1.6691,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.0465471087049365,0,0,0,0.9117278,0.8894031,6973.0,0.0,1.4343876068476595,0.8544256,0.91996676,0.8879125,4480.0
6974,6974,6974,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,OC1=CC=CC=C1C2=CC=CC=C2,OC1=CC=CC=C1C2=CC=CC=C2,Unknown,0.347312672,170.211,3.059200000000001,170.211,3.059200000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1846299339311554,0,0,0,0.35542426,0.33660948,6974.0,0.0,0.706519358923101,0.34743398,0.502011,0.3586604,1987.0
6975,6975,6975,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,[O-][N+](=O)c1ccccc1Cl,[O-][N+](=O)c1ccccc1Cl,Unknown,0.200016752,157.55599999999998,2.2482000000000006,157.55599999999998,2.2482000000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.0963765667837264,0,0,0,0.59016603,0.71994185,6975.0,0.0,0.5163768237793351,0.5950523,0.68402857,0.28155237,3944.0
6976,6976,6976,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2,Unknown,0.93,151.253,1.9139,151.253,1.9139,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.148741651280925,0,0,0,0.9343476,0.9211384,6976.0,0.0,1.458703436676694,0.82241917,0.92378175,0.90641975,3475.0
6977,6977,6977,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C1=CC2=C(C=C1Br)C(=O)C(=O)N2,C1=CC2=C(C=C1Br)C(=O)C(=O)N2,Unknown,0.58,226.029,1.5839,226.029,1.5839,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.3757179041643316,0,0,0,0.5768204,0.67033386,6977.0,0.0,1.0064929161035876,0.5914467,0.56704724,0.7065,494.0
6978,6978,6978,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,Unknown,-0.09639913,214.264,3.370800000000002,214.264,3.370800000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0403646115586671,0,0,0,-0.054759383,-0.08678305,6978.0,0.0,0.5163551988236085,-0.09209782,-0.06744379,-0.08223748,3039.0
6979,6979,6979,Methanol,1.46,30.0,500,59.0,-31.0,0,0,25.0,CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,Unknown,0.9614,1179.6149999999996,7.056400000000024,1179.6149999999996,7.056400000000024,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,1,0,0,0,0,0,0,0,DM500,0,1,DE,1.402304814074488,1,0,0,0.9499209,0.963541,6979.0,0.0,1.0,0.95720124,0.94317615,0.9449246,315.0
6980,6980,6980,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,CC1=C(C(=CC=C1)C)Br,CC1=C(C(=CC=C1)C)Br,Unknown,-0.112374916,185.064,3.065940000000002,185.064,3.065940000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0466414325578599,0,0,0,-0.13632041,-0.052424848,6980.0,0.0,0.5163551988236085,-0.11938387,-0.123814166,-0.08725613,926.0
6981,6981,6981,Methyl tert-butyl ether,28.75928816,20.0,200,34.0,-15.0,0,0,22.0,CC(C)(C)OC,CC(C1=CC=C(C=C1)Br)O,CC(C1=CC=C(C=C1)Br)O,Unknown,-0.027053386,201.063,2.502400000000001,201.063,2.502400000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,-0.0120156678141252,1,0,0,0.023952544,0.03792587,6981.0,0.0,1.0,-0.020563543,-0.04257512,-0.031511903,27.0
6982,6982,6982,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,Unknown,-0.033674223,218.202,3.195800000000002,218.202,3.195800000000002,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0148036295757862,1,0,0,-0.0076501966,0.06319013,6982.0,0.0,1.0,-0.031795442,-0.022629201,-0.0051392317,591.0
6983,6983,6983,Ethyl acetate,6.97,30.0,220,-1.0,0.0,1,1,25.0,O(C(C)=O)CC,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,Unknown,0.703,236.358,5.067700000000005,236.358,5.067700000000005,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,0.5257837359237447,0,0,0,0.69796085,0.67022496,6983.0,0.0,1.1656718613442958,0.5829822,0.65913504,0.64446974,3618.0
6984,6984,6984,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Unknown,0.9988715,521.4370000000001,4.8692000000000055,521.4370000000001,4.8692000000000055,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.6719263454868494,0,0,0,0.99302477,0.9623498,6984.0,0.0,1.5476088293661443,0.9825777,0.9972843,0.9637011,5041.0
6985,6985,6985,2-propanol,0.35,20.0,600,-1.0,0.0,1,1,23.0,C(C)(C)O,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,Unknown,-0.205,198.39399999999995,5.707400000000006,198.39399999999995,5.707400000000006,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,-0.0813473078041324,1,0,0,-0.20257282,-0.22131163,6985.0,0.0,1.0,-0.18511128,-0.19827354,-0.18670309,237.0
6986,6986,6986,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,0.51,123.155,1.2774,123.155,1.2774,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3089185078770315,0,0,0,0.5785977,0.61841536,6986.0,0.0,0.916530477911905,0.56755066,0.55628437,0.5063059,2293.0
6987,6987,6987,Methanol,4.618653659,20.0,200,34.0,-15.0,0,0,22.0,CO,COC1=CC2=C(C=C1)N=CN2,COC1=CC2=C(C=C1)N=CN2,Unknown,0.071642484,148.16500000000002,1.5715,148.16500000000002,1.5715,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.031817184437827,0,0,0,0.10629457,0.11223999,6987.0,0.0,0.5163551988236085,0.05731508,0.078261375,0.07373926,3140.0
6988,6988,6988,n-Hexane,0.17,30.0,220,-1.0,0.0,1,1,25.0,C(CCC)CC,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,Unknown,0.97,446.67800000000017,9.5058,446.67800000000017,9.5058,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,1.508638306165727,0,0,0,0.8566631,0.89928067,6988.0,0.0,1.5103389565590546,0.78791517,0.8565726,0.8142518,3456.0
6989,6989,6989,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,C1=CC=NC(=C1)N,C1=CC=NC(=C1)N,Unknown,0.244720788,94.117,0.6638,94.117,0.6638,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.1213178369802865,0,0,0,0.24151954,0.19529238,6989.0,0.0,0.5740847272718296,0.23994777,0.25433305,0.23773605,2290.0
6990,6990,6990,2-Methyltetrahydrofuran,33.58715773,20.0,200,34.0,-15.0,0,0,22.0,CC1CCCO1,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,Unknown,1.0,236.35800000000003,5.067700000000004,236.35800000000003,5.067700000000004,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,3.0,0,0,0,0.77372724,1.0,6990.0,0.0,1.549065596470825,0.99017346,0.9991771,0.96812063,1266.0
6991,6991,6991,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,COC1=CC(OC)=CC(OC)=C1,COC1=CC(OC)=CC(OC)=C1,Unknown,0.01,168.19199999999998,1.7124,168.19199999999998,1.7124,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.0039263455147246,0,0,0,-0.0353024,-0.018529356,6991.0,0.0,0.5163551988236085,-0.014887691,0.008808672,-0.02595812,4956.0
6992,6992,6992,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,Unknown,0.792,342.52600000000007,7.331900000000007,342.52600000000007,7.331900000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.6798537138889461,0,0,0,0.8058504,0.81547266,6992.0,0.0,1.2805608930825492,0.8041949,0.8068272,0.79726756,1369.0
6993,6993,6993,Ethanol,0.27,40.0,600,-1.0,0.0,1,1,25.0,C(C)O,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(CC(C(C)(C)C(C6=CC=CC=C6)(C)C)C7=CC=CC=C7)C8=CC=CC=C8,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(CC(C(C)(C)C(C6=CC=CC=C6)(C)C)C7=CC=CC=C7)C8=CC=CC=C8,Unknown,0.667,891.3399999999999,18.837499999999984,891.3399999999999,18.837499999999984,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.4762535331884355,0,0,0,0.6760162,0.6797041,6993.0,0.0,1.1191998934501717,0.6837505,0.6654588,0.6636554,89.0
6994,6994,6994,2-Methyltetrahydrofuran,33.58715773,20.0,200,34.0,-15.0,0,0,22.0,CC1CCCO1,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unknown,0.824458145,785.8909999999998,6.157840000000006,785.8909999999998,6.157840000000006,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.7531523144087493,0,0,0,0.8171326,0.81412166,6994.0,0.0,1.3224607228698502,0.8614948,0.8118503,0.8108126,3640.0
6995,6995,6995,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,Unknown,0.119247804,204.357,4.7252000000000045,204.357,4.7252000000000045,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.054653450050612,0,0,0,0.1272501,0.14586103,6995.0,0.0,0.5163551988236085,0.13019267,0.10062224,0.14330304,3657.0
6996,6996,6996,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,Unknown,0.821,342.52600000000007,7.331900000000007,342.52600000000007,7.331900000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.7447274948966938,0,0,0,0.8058504,0.8154727,6996.0,0.0,1.3174734196689273,0.804195,0.8068272,0.79726756,563.0
6997,6997,6997,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,Unknown,0.91,157.55599999999998,2.2482000000000006,157.55599999999998,2.2482000000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.0409586076789066,0,0,0,0.4369235,0.91254425,6997.0,0.0,1.4328856767355134,0.73866856,0.7334285,0.724072,2615.0
6998,6998,6998,2-propanol,0.081400081,20.0,500,82.0,0.0,0,1,22.0,C(C)(C)O,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.080545507,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0359976780209433,0,0,0,0.06657499,0.108196735,6998.0,0.0,0.5161502133864553,0.05514583,0.08142385,0.0984081,889.0
6999,6999,6999,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,COc1ccc(cc1)[N+]([O-])=O,COc1ccc(cc1)[N+]([O-])=O,Unknown,0.28,153.13699999999997,1.6033999999999995,153.13699999999997,1.6033999999999995,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1420647352805709,0,0,0,0.27558923,0.29241753,6999.0,0.0,0.6196262385883301,0.19172248,0.26489985,0.24967015,3346.0
7000,7000,7000,Acetonitrile,4.24,40.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],Unknown,0.281,327.34100000000007,0.0761000000000002,327.34100000000007,0.0761000000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,0,1,DE,0.1426675035687315,0,0,0,0.24856824,0.33434278,7000.0,0.0,0.6209171265853892,0.23669714,0.64264596,0.2796579,5035.0
7001,7001,7001,2-propanol,0.433862434,20.0,200,34.0,-15.0,0,0,22.0,C(C)(C)O,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,0.008214614,123.155,1.2774,123.155,1.2774,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0031446243641525,0,0,0,0.0033641458,0.03506282,7001.0,0.0,0.5163551988236085,-0.028122783,0.0076090693,-0.002379775,4513.0
