,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_v40_fold1,rejection_mcmpnn_combi_v40_fold2,rejection_mcmpnn_combi_v40_fold0,rejection_mcmpnn_combi_v40_fold3,is_augmented,id_original,rejection_mcmpnn_combi_v40_fold4,loss_weight,Unnamed: 0.1
5189,5189,5189,Methanol,4.618653659,20.0,200,34.0,-15.0,0,0,22.0,CO,CC1=NC(C)=CC=C1,CC1=NC(C)=CC=C1,Unknown,0.06339699,107.15599999999996,1.69844,107.15599999999996,1.69844,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0279810071021234,0,0,0,0.060427517,0.018570304,0.06155902,0.05213678,0.0,5189.0,0.079001576,0.5163551988236085,5210.0
5190,5190,5190,Acetone,6.08,20.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,Unknown,0.975,1175.7419999999995,24.72310000000005,1175.7419999999995,24.72310000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.5850266520291816,0,0,0,0.99312973,0.97819006,0.9883816,1.0,0.0,5190.0,0.9659803,1.51679339654435,5145.0
5191,5191,5191,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=C(NC=N1)CCN,C1=C(NC=N1)CCN,Unknown,0.51,111.148,-0.0891,111.148,-0.0891,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3089185078770315,0,0,0,0.52840525,0.5009208,0.5128822,0.5591023,0.0,5191.0,0.5230216,0.916530477911905,3848.0
5192,5192,5192,2-propanol,0.433862434,20.0,200,34.0,-15.0,0,0,22.0,C(C)(C)O,C#Cc1ccccc1,C#Cc1ccccc1,Unknown,-0.028333985,102.13599999999998,1.6679000000000002,102.13599999999998,1.6679000000000002,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,-0.0125563118939853,0,0,0,-0.044810414,-0.027195454,-0.03577888,-0.010943234,0.0,5192.0,-0.069942355,0.5161502133864553,1298.0
5193,5193,5193,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,Unknown,0.984255412,361.485,5.771680000000005,361.485,5.771680000000005,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.776125533793138,1,0,0,0.9523574,0.9462724,0.9523316,0.94693637,0.0,5193.0,0.9595916,1.0,396.0
5194,5194,5194,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Unknown,0.370666906,310.393,4.448400000000004,310.393,4.448400000000004,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2004298907733521,0,0,0,0.3781755,0.5052341,0.37160408,0.40466517,0.0,5194.0,0.36905688,0.7366670592742087,655.0
5195,5195,5195,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CC1=C(N=C(C(=N1)C)C)C,CC1=C(N=C(C(=N1)C)C)C,Unknown,0.86,136.198,1.71028,136.198,1.71028,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.8507808873446201,0,0,0,0.8639076,0.8515738,0.86757964,0.8642552,0.0,5195.0,0.86660993,1.3683412768825622,1940.0
5196,5196,5196,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Unknown,0.937844545,521.4370000000001,4.8692000000000055,521.4370000000001,4.8692000000000055,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.1995891316631664,0,0,0,0.9040642,0.9450197,0.94342875,0.94405794,0.0,5196.0,0.9552568,1.4688298656595833,1323.0
5197,5197,5197,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,Unknown,0.985942535,392.251,4.4937000000000005,392.251,4.4937000000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.822248137642656,0,0,0,1.0,0.98471,0.99408245,0.9785011,0.0,5197.0,0.9772837,1.530918983633248,1120.0
5198,5198,5198,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,Unknown,0.82,190.12,2.4036,190.12,2.4036,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.7423214251308153,0,0,0,0.824569,0.791562,0.831637,0.85614204,0.0,5198.0,0.82398355,1.3167057570002014,760.0
5199,5199,5199,Acetonitrile,7.29,20.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,Unknown,0.946,759.134,16.02749999999996,759.134,16.02749999999996,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.2596373105057557,0,0,0,0.94666415,0.9512613,0.9710499,0.9814669,0.0,5199.0,0.9412373,1.4793576446296384,4282.0
5200,5200,5200,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.438084196,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.2495565582439678,0,0,0,0.40916452,0.4312248,0.2900502,0.3922652,0.0,5200.0,0.45641404,0.8236952297294559,1495.0
5201,5201,5201,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,ClC1=CN=CC(Cl)=N1,ClC1=CN=CC(Cl)=N1,Unknown,0.03,148.98,1.7834,148.98,1.7834,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.0127807700919951,0,0,0,0.060023993,0.09366077,0.26278618,0.13763705,0.0,5201.0,0.059259474,0.5163551988236085,3865.0
5202,5202,5202,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,-0.014446313,139.104,1.83648,139.104,1.83648,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0066569670473733,0,0,0,-0.017395854,0.017927885,-0.025135338,0.03728223,0.0,5202.0,0.00446558,0.5163551988236085,2104.0
5203,5203,5203,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Unknown,0.092584242,220.356,4.295620000000003,220.356,4.295620000000003,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0417153408183432,0,0,0,0.10983336,0.056542158,0.18420482,0.084070444,0.0,5203.0,0.08024475,0.5163551988236085,1490.0
5204,5204,5204,Acetonitrile,3.677248677,20.0,200,34.0,-15.0,0,0,22.0,C(C)#N,N#CC1=CC=C(N)C=C1,N#CC1=CC=C(N)C=C1,Unknown,0.655007751,118.13899999999998,1.14048,118.13899999999998,1.14048,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.4609336302657041,0,0,0,0.55036825,0.545097,0.5546189,0.55755883,0.0,5204.0,0.45572132,1.103281082814308,248.0
5205,5205,5205,Acetonitrile,5.45,40.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,Unknown,0.99,967.438,20.375300000000003,967.438,20.375300000000003,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.9586073148417744,0,0,0,0.98888135,0.9782083,0.9832667,1.0,0.0,5205.0,0.97958237,1.5361567165002352,229.0
5206,5206,5206,Ethyl acetate,2.439741329,20.0,500,82.0,0.0,0,1,22.0,O(C(C)=O)CC,Nc1ccc2[nH]ccc2c1,Nc1ccc2[nH]ccc2c1,Unknown,0.226114726,132.166,1.7500999999999998,132.166,1.7500999999999998,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1107625924059102,0,0,0,0.18384242,0.22313711,0.22536859,0.22775489,0.0,5206.0,0.25017795,0.5500663851634936,3067.0
5207,5207,5207,Ethyl acetate,1.372721928,20.0,200,34.0,-15.0,0,0,22.0,O(C(C)=O)CC,Nc1ccc2[nH]ccc2c1,Nc1ccc2[nH]ccc2c1,Unknown,0.242557962,132.166,1.7500999999999998,132.166,1.7500999999999998,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.120077603458148,0,0,0,0.25032434,0.24506852,0.24844435,0.10237917,0.0,5207.0,0.25914985,0.5712927611487024,855.0
5208,5208,5208,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CN(C=O)C1=CC=CC=C1,CN(C=O)C1=CC=CC=C1,Unknown,0.32,135.16599999999997,1.2792,135.16599999999997,1.2792,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1668528880872148,0,0,0,0.32062125,0.33823884,0.31444442,0.38979712,0.0,5208.0,0.32874727,0.671261758470691,4489.0
5209,5209,5209,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,Unknown,0.832,759.134,16.02749999999996,759.134,16.02749999999996,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.7721132953863263,0,0,0,0.8734287,0.87489843,0.9087316,0.8992059,0.0,5209.0,0.879428,1.3321964129649098,3109.0
5210,5210,5210,Acetonitrile,3.677248677,20.0,200,34.0,-15.0,0,0,22.0,C(C)#N,Nc1cccc2ncccc12,Nc1cccc2ncccc12,Unknown,0.503189082,144.177,1.817,144.177,1.817,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.3029355826668464,0,0,0,0.4933869,0.51925975,0.49882585,0.49512702,0.0,5210.0,0.48059195,0.907377986813314,597.0
5211,5211,5211,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,Unknown,1.0,350.44300000000004,4.915900000000004,350.44300000000004,4.915900000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.9999267,1.0,0.9943296,0.9984606,0.0,5211.0,1.0,1.5484506401593658,619.0
5212,5212,5212,Ethyl acetate,1.372721928,20.0,200,34.0,-15.0,0,0,22.0,O(C(C)=O)CC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,Unknown,0.001064519,204.357,4.7252000000000045,204.357,4.7252000000000045,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,2.802114963593085e-05,0,0,0,-0.009760737,0.003165245,-0.03290713,-0.011936426,0.0,5212.0,0.36208817,0.5161502133864553,1220.0
5213,5213,5213,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,Unknown,0.013567943,254.332,4.673800000000004,254.332,4.673800000000004,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.005492777509224,0,0,0,0.0002233386,0.009027898,0.035924166,0.09682888,0.0,5213.0,0.027310282,0.5163551988236085,4304.0
5214,5214,5214,n-Heptane,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,CCCCCCC,CC1=CC(Br)=C(Br)C=C1C,CC1=CC(Br)=C(Br)C=C1C,Unknown,0.045062895,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0195706807887541,0,0,0,0.03944415,0.03158459,0.036888003,0.041682363,0.0,5214.0,-0.04764849,0.5161502133864553,355.0
5215,5215,5215,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,Unknown,0.966959131,351.4530000000001,5.434200000000002,351.4530000000001,5.434200000000002,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.4679993617164873,0,0,0,0.964523,0.9944295,0.9819999,1.0,0.0,5215.0,0.98003,1.5064135352663257,1055.0
5216,5216,5216,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C#CC1=CC=C(C=C1)Br,C#CC1=CC=C(C=C1)Br,Unknown,0.390970283,181.032,2.430400000000001,181.032,2.430400000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.2146490082437185,0,0,0,0.36934084,0.38647044,0.34910214,0.38756981,0.0,5216.0,0.19481918,0.7625735941887596,124.0
5217,5217,5217,Methanol,0.101115447,10.0,300,87.0,-8.0,0,0,22.0,CO,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,Unknown,0.851695043,376.50300000000016,5.830940000000005,376.50300000000016,5.830940000000005,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.8259257732394125,0,0,0,0.8538815,0.72545487,0.8799763,0.87181675,0.0,5217.0,0.8807333,1.3576205075751708,659.0
5218,5218,5218,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=NC(C)=CC=C1,CC1=NC(C)=CC=C1,Unknown,0.55,107.15599999999996,1.69844,107.15599999999996,1.69844,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3458234581220395,0,0,0,0.6743324,0.66997313,0.52974904,0.64996684,0.0,5218.0,0.78817326,0.9677816500996036,1058.0
5219,5219,5219,Methyl tert-butyl ether,64.75433947,20.0,300,87.0,-8.0,0,0,22.0,CC(C)(C)OC,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,Unknown,0.193959083,362.122,4.3086,362.122,4.3086,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0931044459757759,1,0,0,0.10327989,0.1435009,0.19441554,0.17742813,0.0,5219.0,0.08477065,1.0,445.0
5220,5220,5220,Acetonitrile,3.677248677,20.0,200,34.0,-15.0,0,0,22.0,C(C)#N,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.577911986,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.3735692779714568,0,0,0,0.5884923,0.5835642,0.5668722,0.55850065,0.0,5220.0,0.55266994,1.003798593924453,622.0
5221,5221,5221,2-propanol,0.081400081,20.0,500,82.0,0.0,0,1,22.0,C(C)(C)O,CCC(C1=CC=CC=C1)C(=O)O,CCC(C1=CC=CC=C1)C(=O)O,Unknown,0.337049676,164.20399999999995,2.2648,164.20399999999995,2.2648,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1778644128303775,0,0,0,0.33227146,0.31277943,0.3533907,0.35797012,0.0,5221.0,0.3633331,0.6932709805728363,4805.0
5222,5222,5222,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,Unknown,0.893792927,337.998,4.423000000000002,337.998,4.423000000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.9697765610654668,0,0,0,0.8885615,0.8867345,0.87943757,0.82855344,0.0,5222.0,0.89798486,1.4119641607323543,4692.0
5223,5223,5223,Methyl tert-butyl ether,64.75433947,20.0,300,87.0,-8.0,0,0,22.0,CC(C)(C)OC,C1=CC2=C(C=CN2)C(=C1)Cl,C1=CC2=C(C=CN2)C(=C1)Cl,Unknown,0.185846019,151.59599999999998,2.821300000000001,151.59599999999998,2.821300000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0887603461285864,0,0,0,0.16661829,0.20718142,0.18866542,0.23041558,0.0,5223.0,0.177041,0.5163551988236085,1268.0
5224,5224,5224,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.908367224,139.104,1.83648,139.104,1.83648,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.033235320905796,0,0,0,0.92676336,0.8114838,0.80094135,0.7766386,0.0,5224.0,0.6687339,1.4302099479453827,385.0
5225,5225,5225,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,0.95610724,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.3478236934194032,0,0,0,0.96079683,0.879717,0.9579544,0.9446458,0.0,5225.0,0.9642595,1.4924049594290332,1544.0
5226,5226,5226,Ethanol,0.244542261,20.0,500,82.0,0.0,0,1,22.0,C(C)O,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,Unknown,0.798744635,261.23299999999995,1.4483,261.23299999999995,1.4483,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.6940999495228959,0,0,0,0.8086295,0.7924353,0.82411337,0.8371327,0.0,5226.0,0.69326353,1.2887556411845686,31.0
5227,5227,5227,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,COC1=CC(OC)=CC(Br)=C1,COC1=CC(OC)=CC(Br)=C1,Unknown,0.23206064,217.062,2.4663000000000004,217.062,2.4663000000000004,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1141079081254784,0,0,0,0.15436506,0.22898856,0.22979575,0.19680011,0.0,5227.0,0.21802297,0.5577418941776388,4966.0
5228,5228,5228,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,Unknown,0.513930246,299.355,3.892400000000001,299.355,3.892400000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3124088383583058,0,0,0,0.5282161,0.4880332,0.49921107,0.63382083,0.0,5228.0,0.50913227,0.9216039852987944,864.0
5229,5229,5229,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,Unknown,0.948639738,187.198,2.1202,187.198,2.1202,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.2809981889954305,0,0,0,0.9396523,0.9353821,0.9043704,0.95486367,0.0,5229.0,0.94529957,1.4827652507292188,4970.0
5230,5230,5230,Acetone,0.73,40.0,500,82.0,0.0,0,1,25.0,CC(=O)C,CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCC(O)=O,Unknown,0.555,256.42999999999995,5.552300000000005,256.42999999999995,5.552300000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.3506651412878582,0,0,0,0.5591193,0.54867655,0.56596565,0.54887635,0.0,5230.0,0.6275668,0.9742335277669344,550.0
5231,5231,5231,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.9752189,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.58869855658159,0,0,0,0.97470677,0.9696947,0.87602746,0.9764354,0.0,5231.0,0.96842647,1.5170759719269062,1399.0
