,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42a_fold3,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold4,rejection_mcmpnn_combi_v42a_fold0,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,rejection_mcmpnn_combi_v42c_fold0,rejection_mcmpnn_combi_v42c_fold4,rejection_mcmpnn_combi_v42c_fold2,rejection_mcmpnn_combi_v42c_fold1,rejection_mcmpnn_combi_v42c_fold3,mean_sub_rejection_contribution
113,39,39,39,39,39,39,39,appcat,GMT-oNF-2,Acetonitrile,C[NH+](C)[C@@H]1CCCC[C@@H]1Nc1c(N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)c(=O)c1=O.CO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,668.8590000000005,3.4671000000000025,0,0,0,0,0,0,1,0,1,0,,,,,,0.96956958,0.9333373198375552,1.005801840162445,0.9508253,0.9610754,0.9359472,1.0,1.0,,,,,,0.2318203696837792
114,40,40,40,40,40,40,40,appcat,GMT-oNF-2,Acetonitrile,CC(C)C[C@H](NC(=O)OC(C)(C)C)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,495.7740000000005,5.749100000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.945368982,0.903744779553042,0.9869931844469582,0.9234592,0.94822115,0.9136236,0.94154096,1.0,,,,,,0.29226847591854277
115,41,41,41,41,41,41,41,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(Nc2cccs2)c(=O)c1=O.CCO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,416.5430000000001,3.074800000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.94312104,0.8819416589406578,1.0043004210593425,0.9151391,0.8935557,0.9145808,0.9923296,1.0,,,,,,0.32837138554600415
116,42,42,42,42,42,42,42,appcat,GMT-oNF-2,Acetonitrile,NC(=O)[C@H](Cc1ccccc1)Nc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=S)c1=S.CC1=CC=CC=C1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,531.7910000000004,7.153000000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.961156492,0.9150125952300516,1.0073003887699483,0.9115453,0.974951,0.9335722,0.98571396,1.0,,,,,,0.2809659105080825
117,43,43,43,43,43,43,43,appcat,GMT-oNF-2,Acetonitrile,O=C1[C@@H](NS(=O)(=O)Nc2ccc(Cl)cn2)C(=O)N(c2ccccc2)c2ccccc2N1C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,664.228,5.873100000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.9719010180000002,0.9359291526851812,1.007872883314819,0.94846785,0.97412264,0.9369146,1.0,1.0,,,,,,0.24395515454798627
118,44,44,44,44,44,44,44,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(NC[C@@H]1CCC2=NN(c3ccccc3)[C]N21)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,482.6540000000004,3.4510700000000014,0,0,0,0,0,0,1,0,1,0,,,,,,0.942956652,0.8597160500781962,1.0261972539218038,0.8446398,0.9640439,0.90609956,1.0,1.0,,,,,,0.2891266107559204
119,45,45,45,45,45,45,45,appcat,GMT-oNF-2,Acetonitrile,CC(C)C[C@H](NC(=O)OC(C)(C)C)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,450.6930000000004,5.093680000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.94809131,0.9039639742377248,0.9922186457622754,0.92059565,0.9502652,0.9098643,0.9597314,1.0,,,,,,0.3089196151211148
120,46,46,46,46,46,46,46,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(S(=O)(=O)[C@H](NC(=O)N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)c2ccccc2)cc1.CO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,734.9190000000006,6.671720000000008,0,0,0,0,0,0,1,0,1,0,,,,,,0.973681032,0.92624792227181,1.02111414172819,0.9162836,1.0,0.95212156,1.0,1.0,,,,,,0.2139787878308977
121,47,47,47,47,47,47,47,appcat,GMT-oNF-2,Acetonitrile,O=C1[C@@H](Nc2c(Nc3c(F)cc(F)cc3F)c(=S)c2=S)C(=O)N(c2ccccc2)c2ccccc2N1C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,745.8929999999996,8.594880000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.974399494,0.9411161526681386,1.0076828353318614,0.97868717,0.9483092,0.9450011,1.0,1.0,,,,,,0.2165013362602754
122,48,48,48,48,48,48,48,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(=O)c1=O.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,591.7120000000001,4.843100000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.96932007,0.928890608550868,1.009749531449132,0.94485414,0.97410154,0.92764467,1.0,1.0,,,,,,0.24679286153085772
123,49,49,49,49,49,49,49,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)[C@H](Nc1c(NC(=O)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c1=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,579.8260000000002,6.174200000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.955633314,0.9054573547711984,1.0058092732288015,0.89101017,0.9627867,0.9509959,0.9733738,1.0,,,,,,0.24989261070887253
124,50,50,50,50,50,50,50,appcat,GMT-oNF-2,Acetonitrile,Cc1cccc(Nc2c(N[C@@H]3C(=O)N(C[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)c4ccccc4N(c4ccccc4)C3=O)c(=O)c(=O)c2=O)n1.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,702.8120000000001,4.502620000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.968764592,0.9292760483538678,1.0082531356461322,0.957844,0.96096766,0.9250113,1.0,1.0,,,,,,0.2183540976047516
125,51,51,51,51,51,51,51,appcat,GMT-oNF-2,Acetonitrile,C=C[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@H](Nc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=S)c1=S)c1ccnc2ccc(OC)cc12.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,685.0160000000001,9.44118,0,0,0,0,0,0,1,0,1,0,,,,,,0.958171008,0.9001271010902773,1.016214914909723,0.8853148,0.96307224,0.9455622,0.9969058,1.0,,,,,,0.22257587383094343
126,52,52,52,52,52,52,52,appcat,GMT-oNF-2,Acetonitrile,CCO[Si](CCCNS(=O)(=O)N[C@@H]1C(=O)N(C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O)(OCC)OCC.CC1=CC=CC=C1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,791.1000000000003,7.140420000000009,0,0,0,0,0,0,1,0,1,0,,,,,,0.972046748,0.9248952744684256,1.0191982215315745,0.9163063,0.99539924,0.9485282,1.0,1.0,,,,,,0.20947408821271812
127,53,53,53,53,53,53,53,appcat,GMT-oNF-2,Acetonitrile,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](Nc1c(NC(=O)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c(=S)c1=S)c1ccnc2ccc(OC)cc12.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,685.9600000000002,7.486880000000009,0,0,0,0,0,0,1,0,1,0,,,,,,0.960159784,0.918999773094801,1.001319794905199,0.91247916,0.94762176,0.9611317,0.9795663,1.0,,,,,,0.2316699899294797
128,54,54,54,54,54,54,54,appcat,GMT-oNF-2,Acetonitrile,O=C1CCCC[C@H]1CNS(=O)(=O)NC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.CCO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,414.5680000000003,1.9113,0,0,0,0,0,0,1,0,1,0,,,,,,0.917894892,0.8333810735491461,1.002408710450854,0.8727091,0.8298185,0.9250021,0.96194476,1.0,,,,,,0.30952114632417416
129,55,55,55,55,55,55,55,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(N[C@@H](CCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)c1=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.CO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,628.706,7.407700000000007,0,0,0,0,0,0,1,0,1,0,,,,,,0.958153092,0.8979651704116307,1.018341013588369,0.88818026,0.98820984,0.92680573,0.98756963,1.0,,,,,,0.24665545563948782
130,56,56,56,56,56,56,56,appcat,GMT-oNF-2,Acetonitrile,CCCCCNS(=O)(=O)NC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,386.5580000000002,2.938900000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.919090754,0.8415193258248888,0.9966621821751112,0.85584116,0.85711956,0.93022645,0.9522666,1.0,,,,,,0.3193031464404655
131,57,57,57,57,57,57,57,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2c(F)cc(F)cc2Br)c(=O)c1=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,523.3740000000005,4.817100000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.946693512,0.9015017651684332,0.991885258831567,0.9392232,0.89786756,0.9456508,0.950726,1.0,,,,,,0.31501306891441344
132,58,58,58,58,58,58,58,appcat,GMT-oNF-2,Acetonitrile,CCC(CCNc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1=O)=C1c2ccc(Cl)cc2CCc2ccc[n+]([O-])c21.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,585.1920000000001,7.180080000000008,0,0,0,0,0,0,1,0,1,0,,,,,,0.95797379,0.9161718286904462,0.9997757513095537,0.9383199,0.92608535,0.9370512,0.9884125,1.0,,,,,,0.25144436027896533
133,59,59,59,59,59,59,59,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2NC2CCCCC2)c(=O)c1=O.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,656.802,4.910000000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.974814366,0.9371742476254856,1.0124544843745142,0.9342475,0.98879933,0.951025,1.0,1.0,,,,,,0.24126406262830363
134,60,60,60,60,60,60,60,appcat,GMT-oNF-2,Acetonitrile,O=C(NC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)Nc1ccccc1C(=O)Cc1cccc(Br)c1.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,568.5120000000001,5.443400000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.97057301,0.9375349331010314,1.0036110868989687,0.93795705,0.9863203,0.947333,0.9812547,1.0,,,,,,0.2888351481972319
135,61,61,61,61,61,61,61,appcat,GMT-oNF-2,Acetonitrile,O=C(NS(=O)(=O)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,577.4240000000002,5.814700000000004,0,0,0,0,0,0,1,0,1,0,,,,,,0.965643628,0.9311765013449922,1.000110754655008,0.934052,0.96124864,0.9454448,0.9874727,1.0,,,,,,0.30581543515394405
136,62,62,62,62,62,62,62,appcat,GMT-oNF-2,Acetonitrile,CSCCCNc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=O)c1=O.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,434.6460000000004,4.261200000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.924263806,0.8486884246302647,0.9998391873697356,0.91230273,0.8428505,0.9002495,0.9659163,1.0,,,,,,0.3093190814767565
137,63,63,63,63,63,63,63,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(Nc2cccs2)c(=O)c1=O.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,388.4890000000001,2.251500000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.934705798,0.8663180625458664,1.003093533454133,0.90295094,0.87853545,0.9044808,0.9875618,1.0,,,,,,0.33465037879190945
138,64,64,64,64,64,64,64,appcat,GMT-oNF-2,Acetonitrile,CC(=O)N[C@H](NS(=O)(=O)NC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(C)C.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,457.6370000000004,2.4569,0,0,0,0,0,0,1,0,1,0,,,,,,0.943026822,0.8654110793127827,1.020642564687217,0.84841776,0.9333963,0.93332005,1.0,1.0,,,,,,0.31536243210236237
139,65,65,65,65,65,65,65,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(S(=O)(=O)[C@H](NC(=O)N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)c2ccccc2)cc1.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,790.9830000000004,7.632620000000008,0,0,0,0,0,0,1,0,1,0,,,,,,0.97583276,0.9310930233939786,1.0205724966060217,0.9194222,1.0,0.9597416,1.0,1.0,,,,,,0.20187395989894866
140,66,66,66,66,66,66,66,appcat,GMT-oNF-2,Acetonitrile,CC(C)C[C@H](NC(=O)OC(C)(C)C)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,497.7460000000005,5.133200000000005,0,0,0,0,0,0,1,0,1,0,,,,,,0.948204152,0.9048229491984924,0.9915853548015076,0.9094403,0.9510964,0.92347836,0.9570057,1.0,,,,,,0.3074389995872111
141,67,67,67,67,67,67,67,appcat,GMT-oNF-2,Acetonitrile,CCOCCOC(=O)C(C#N)=CNS(=O)(=O)N[C@@H]1C(=O)N(C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,719.8610000000003,4.289380000000003,0,0,0,0,0,0,1,0,1,0,,,,,,0.973090868,0.9271701916066803,1.0190115443933194,0.9282405,1.0,0.93721384,1.0,1.0,,,,,,0.2245112510784617
142,68,68,68,68,68,68,68,appcat,GMT-oNF-2,Acetonitrile,CC(C)CCOc1ccc(NS(=O)(=O)N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)cc1.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,674.8640000000004,5.829600000000007,0,0,0,0,0,0,1,0,1,0,,,,,,0.96977061,0.9241382128761394,1.015403007123861,0.92307055,0.98838013,0.93740237,1.0,1.0,,,,,,0.23296377847690392
143,69,69,69,69,69,69,69,appcat,GMT-oNF-2,Acetonitrile,O=C(O)[C@H](CO)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,353.48800000000017,1.6422799999999995,0,0,0,0,0,0,1,0,1,0,,,,,,0.943358216,0.8887552277458367,0.9979612042541632,0.91242534,0.930652,0.8960873,0.97762644,1.0,,,,,,0.3441381486094728
144,70,70,70,70,70,70,70,appcat,GMT-oNF-2,Acetonitrile,N[C@@H]1CCCC[C@H]1NS(=O)(=O)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,359.53600000000023,1.0719999999999996,0,0,0,0,0,0,1,0,1,0,,,,,,0.9076043,0.7953648941096262,1.019843705890374,0.79466534,0.83719796,0.9191718,0.9869864,1.0,,,,,,0.345701047360897
145,71,71,71,71,71,71,71,appcat,GMT-oNF-2,Acetonitrile,CCC(CCNc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1=O)=C1c2ccc(Cl)cc2CCc2ccc[n+]([O-])c21.CCO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,590.2080000000002,6.6488000000000085,0,0,0,0,0,0,1,0,1,0,,,,,,0.95901527,0.9172816406094296,1.0007488993905709,0.9415224,0.92447996,0.93924475,0.98982924,1.0,,,,,,0.2540854024753142
146,72,72,72,72,72,72,72,appcat,GMT-oNF-2,Acetonitrile,O=C(NC(=S)NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,559.6030000000002,7.475200000000006,0,0,0,0,0,0,1,0,1,0,,,,,,0.960988018,0.9298235139137618,0.9921525220862384,0.9366371,0.96419513,0.9412139,0.96289396,1.0,,,,,,0.2892618209887773
147,73,73,73,73,73,73,73,appcat,GMT-oNF-2,Acetonitrile,O=C(NCc1c(F)c(F)c(F)c(F)c1F)N[C@@H]1C(=O)N(C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,711.7320000000002,6.182200000000008,0,0,0,0,0,0,1,0,1,0,,,,,,0.975077336,0.9381605848532824,1.0119940871467177,0.9745222,0.97365445,0.92721003,1.0,1.0,,,,,,0.22467326566437698
148,74,74,74,74,74,74,74,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2c(F)cc(F)cc2Br)c(=O)c1=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,538.3890000000004,3.9262000000000015,0,0,0,0,0,0,1,0,1,0,,,,,,0.953407186,0.9068219772323484,0.9999923947676514,0.9569597,0.89608216,0.9487791,0.96521497,1.0,,,,,,0.3077892303466797
149,75,75,75,75,75,75,75,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(CNc2c(Nc3cc4cccnc4c4ncccc34)c(=O)c(=O)c2=O)cc1.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,526.5490000000003,3.672900000000002,0,0,0,0,0,0,1,0,1,0,,,,,,0.968683556,0.92785616091366,1.00951095108634,0.966226,0.95512885,0.92206293,1.0,1.0,,,,,,0.28386797308921813
150,76,76,76,76,76,76,76,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(CNc2c(Nc3cc4cccnc4c4ncccc34)c(=O)c(=O)c2=O)cc1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.5380000000003,2.807900000000001,0,0,0,0,0,0,1,0,1,0,,,,,,0.96792149,0.921905275640083,1.013937704359917,0.9800689,0.9434989,0.91603965,1.0,1.0,,,,,,0.29291206351815396
151,77,77,77,77,77,77,77,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.6890000000003,6.416800000000007,0,0,0,0,0,0,1,0,1,0,,,,,,0.963031428,0.9234903378228804,1.00257251817712,0.92202425,0.96225154,0.9431248,0.98775655,1.0,,,,,,0.27854084101149706
152,78,78,78,78,78,78,78,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,436.62500000000034,5.8334000000000055,0,0,0,0,0,0,1,0,1,0,,,,,,0.92997412,0.8702170384139973,0.9897312015860028,0.9136139,0.9104591,0.8733423,0.9524553,1.0,,,,,,0.3246174989602505
